"table_id","origen","source_master_sha256","source_table_ordinal","source_start_line","source_end_line","source_header_sha256","canonical_path","transformaciones_documentadas"
"table-57-14-8-2-nombres-rivales-o-solapados","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","58","5697","5708","7f991912f6a11a7f6bc03e8b6516c351c107e8ec18e68fc11c3e6516f4858290","data/tablas/14/table-57-14-8-2-nombres-rivales-o-solapados.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"table-58-14-8-3-terminos-problematicos-y-reemplazos","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","59","5712","5733","e4c50aef0c31130052cce97e84cb3a5cb512d3a6def5312d8a82bc39b2c51fd8","data/tablas/14/table-58-14-8-3-terminos-problematicos-y-reemplazos.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"claims-14","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","60","5737","5954","663b7fdb1869d38b78a433a05a8f16dc6942c3fbe5707ca49b7ff141683a2aea","data/afirmaciones/14.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"table-59-15-1-mapa-del-terreno-probatorio","canónica_posterior","n/a","n/a","0","0","n/a","data/tablas/15/table-59-15-1-mapa-del-terreno-probatorio.csv","Tabla creada después del maestro v5; procedencia trazada por sus C/S y por las matrices de auditoría 2026-08-08."
"table-60-15-2-evidencia-retirada-refutada-o-reinterpretada","canónica_posterior","n/a","n/a","0","0","n/a","data/tablas/15/table-60-15-2-evidencia-retirada-refutada-o-reinterpretada.csv","Tabla creada después del maestro v5; procedencia trazada por sus C/S y por las matrices de auditoría 2026-08-08."
"table-61-15-3-nodos-fechas-y-relaciones-debiles","canónica_posterior","n/a","n/a","0","0","n/a","data/tablas/15/table-61-15-3-nodos-fechas-y-relaciones-debiles.csv","Tabla creada después del maestro v5; procedencia trazada por sus C/S y por las matrices de auditoría 2026-08-08."
"claims-15","canónica_posterior","n/a","n/a","0","0","n/a","data/afirmaciones/15.csv","Tabla creada después del maestro v5; procedencia trazada por sus C/S y por las matrices de auditoría 2026-08-08."
"negative-15-1","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","61","5966","5976","0afbde9cde910dfda903d5bda96691ba29d019872ad6c33904c08155d1c04027","data/busquedas_negativas/15_1_15-1-punto-de-partida-y-participantes-celulares.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"negative-15-2","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","62","5990","6001","dcdbd8dffc3645b9284015f1e4d85f23e87db600944847a0aa081af9a85b5981","data/busquedas_negativas/15_2_15-2-eucariogenesis.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"negative-15-3","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","63","6005","6023","35c308f051cc3c6133356e24c3557c7354d7a348e82bfbb55e84a43d9e0e6aa7","data/busquedas_negativas/15_3_15-3-raiz-eucariota-y-corredor-filogenetico.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"negative-15-4","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","64","6029","6047","0aed63233e7d658a969ee76b424d199439ac318e9a17a1f85e97abc30fa51d90","data/busquedas_negativas/15_4_15-4-registro-material-tiempo-ambiente-y-ecologia.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte. Cambio de cabecera documentado: etiqueta | hueco | términos exactos | consecuencia documental → clave | estado | hueco | términos exactos | resultado | filas relacionadas."
"negative-15-5","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","65","6053","6066","46db575370d0f0061fc98ee649803a3afb53f8a970eb81cda4e28d7cde0e589c","data/busquedas_negativas/15_5_15-5-asociacion-integracion-y-transferencia.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"negative-15-6","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","66","6072","6083","46db575370d0f0061fc98ee649803a3afb53f8a970eb81cda4e28d7cde0e589c","data/busquedas_negativas/15_6_15-6-rasgos-con-costo-y-controversia-energetica.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"negative-15-7","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","67","6089","6100","868c6715d4d73dacbf072f1f51466727b9071a7b0ed0da021304d9bcdaa826ac","data/busquedas_negativas/15_7_15-7-sexo-meiosis-y-ciclo-vital.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"negative-15-8","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","68","6106","6115","35c308f051cc3c6133356e24c3557c7354d7a348e82bfbb55e84a43d9e0e6aa7","data/busquedas_negativas/15_8_15-8-nombres-y-nomenclatura.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"negative-15-9","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","69","6120","6135","830d371f77eb75a90a7ef10ea9faa6c1412abaf2f449b2971db30319edfa46cb","data/busquedas_negativas/15_9_15-9-multicelularidad-y-repertorio-preanimal.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"appendix-a","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","70","6143","6590","f75b73d59127ae663dba18ebc226bbf27119faaa9856563427f67fcdf7baf8b9","data/apendices/A_fuentes.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"appendix-b","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","71","6598","8117","3c81a9072907e1d387406fe062f4bafcb344e960a4988d152c3f98a6b1fc03f2","data/apendices/B_entidades.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"appendix-c","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","72","8125","8232","5bc58f08f9069bdb53f35550e113c5912f1931210ff702a060a0b70b96166f40","data/apendices/C_eventos.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"appendix-d","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","73","8240","8499","b85a8e77cc44f68c5375a660e875413b20b167048dd53e6af614c1531f844b6c","data/apendices/D_fechas.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"appendix-e","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","74","8507","8589","dce8131049d8ae8a3ce8124ea1a48a56e680590221eebd7af119f41e60cbd1b5","data/apendices/E_hipotesis.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"appendix-f","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","75","8597","9044","3299355f07c5bd0ec3fa3aa6d321db63b98f405439c971c9899162e1127201a1","data/apendices/F_magnitudes.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"appendix-g","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","76","9052","9083","59ceb9770be0513d97a15e5a736a71b5e5834870abb4339cf41e8ecc02ed390e","data/apendices/G_material_no_encajado.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"appendix-h","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","77","9087","9108","35c8eab3bc728af05402ec80e74ce2ae23a858c6fc87e0dcaaca74b55c288a44","data/apendices/H_recuento_control.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte."
"table-77-19-respuestas-a-las-seis-preguntas-de-cierre","maestro_v5","24c5495d85641d03a24c084a51a9b0b5887edf60d6698f94f19775c09c28cfe3","78","9112","9119","7388904984451b3078d86729ce707a90e7d2cffa66b3f83590117f73a1a44c28","data/tablas/19/table-77-19-respuestas-a-las-seis-preguntas-de-cierre.csv","Migración Markdown→CSV; correcciones bibliográficas, científicas y de claves registradas como delta en la auditoría 2026-08-08; no se exige igualdad byte a byte. Cambio de cabecera documentado: pregunta | secciones con material integrado | estado provisional → pregunta | secciones con material integrado | respuesta breve con citas."
