"id_revision","estrato","clave_matriz","tipo_revision","seleccion","resultado","revisor_independiente","declaracion_independencia","fecha","evidencia","accion","estado_cierre","huella_objeto_sha256"
"REV-00647","AFIRMACION","C-656","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","c8227611696b6a523c9818ed306dd4174e5a01d54f970cd0491a9cd9bdd3c508"
"REV-00648","AFIRMACION","C-657","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","13dfbb49a7993839f28c02374c84cbd63505942349f474f0f24466f22264c72a"
"REV-00649","AFIRMACION","C-658","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","d21e24f5c4ed9719250236f7a6ae66f24604df93af823d30a99d41a2e2b918db"
"REV-00650","AFIRMACION","C-659","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","44d5d0d7506e535988910719ad79caac6336e145c232cff4f231bdc671291eea"
"REV-00651","AFIRMACION","C-660","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","9a5753f784544c3fe81f22eef6a881130eb4367d366ac599389bebaf80e37f4d"
"REV-00652","AFIRMACION","C-661","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","dae913f4d8b432939c8e771effb12821238e6ac8fd3024aa5f54b66794bf6664"
"REV-00653","AFIRMACION","C-662","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","b5d42b9f376168a993a399146e6eba5190a58d46b5829079a985bacd432cbe79"
"REV-00654","AFIRMACION","C-663","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","17e2027e58ce926fc64392c3d9194cd9a1f4ec1cfc82692db165e183256b6c34"
"REV-00655","AFIRMACION","C-664","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","ff053d6c6612c42e9b52ba50c65a3c271c5ddfcd0e2166fd7062804c94262c61"
"REV-00656","AFIRMACION","C-665","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","fd9c4f9727f3635ccd5e78eb9cafa52679832a8b2d00f9862d8c62fd1c6a7fa5"
"REV-00657","AFIRMACION","C-666","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","060426c64736d2b6513a38650838ecfd67f7b15cbd5c42e6dd50d160cf87ba52"
"REV-00658","AFIRMACION","C-667","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","adeb34132b27b4715549409578592525db92731ab92241e4336b84120c662983"
"REV-00659","AFIRMACION","C-668","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","00884a131e09dfff9b42d852304ac3d2e075e9760290c18999eedec2d761ff81"
"REV-00660","AFIRMACION","C-669","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","7fb89dc20aa050036d0c69b18148cf69bbf97876f26941b8d7f1596e3d095aa4"
"REV-00661","AFIRMACION","C-670","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","a349438e73a09fc70aebdfc9a16c5998a006466f565b057ccfaed1ecda37be7d"
"REV-00662","AFIRMACION","C-671","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","d8eb8ecb6c0a6febad97d58e0497d1491456cef1d596ffb65e0e1458ae860ae0"
"REV-00663","AFIRMACION","C-672","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","c0b990094ca8d992336f26311fac82545678b2a0663aac39f146787241cad21a"
"REV-00664","AFIRMACION","C-673","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","8be0eba48b0bb6176aa59d5ff25ca0abfc80e2d9b6d853a055e3bf5335643405"
"REV-00665","AFIRMACION","C-674","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","71e62113eee72c8207bdeb5d202753be0fd5462368c0830ce0a7c75e2e9fb6a5"
"REV-00666","AFIRMACION","C-675","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","ee02eac446d6485464e0ca99c3e81dbe8ebf18b2ca933c866c0556c67128ff56"
"REV-00667","AFIRMACION","C-676","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","98ffdb5daedb891c27418aaad44afd661b0d9b15aeb270533466f884d5f02221"
"REV-00668","AFIRMACION","C-677","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","df2740d1e3b1e9eeeced48e44cf23b183d8f258816644b437c697bd48db37f1d"
"REV-00669","AFIRMACION","C-678","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","5ee55e37b28d3edaefac9d855561b1fd31a07be8886b6a6cf6daa51c27dc28a0"
"REV-00670","AFIRMACION","C-679","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","24d45680fa8d082cc300a39d0cb0004babd5966bcc59cb2119f9b404e38b12dd"
"REV-00671","AFIRMACION","C-680","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","86b8e596659b35135598d023dc218e4cbf337771d8113883b73924ab5d1a43d5"
"REV-00672","AFIRMACION","C-681","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","65cbe5e0a9e77b38a4ad953fdb3f0747570561f4e8830bda50351e1faac54b31"
"REV-00673","AFIRMACION","C-682","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","624c6ac7ca0fc2a40db1bb3218ed490a2a8e23a554f53beefbd936cefdf53b3a"
"REV-00674","AFIRMACION","C-683","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","6af614a4e9fd4f0c5762fdabf1ee6740c9692104b97c567e51eff89841e48de5"
"REV-00675","AFIRMACION","C-684","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","847cd7d2c6fca67789569c6dce8cb67418bdcc8f166abebaac2d1d7aebfdc138"
"REV-00676","AFIRMACION","C-685","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","6376ae5fa685d9f488dcb253c198f1550f8b8c1d43e4e6bbaa62806760f569d7"
"REV-00677","AFIRMACION","C-686","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","1b6771513e099a04dcb1327ea48b5d0396a8ad9c263c81409ec8d1f55550ae1a"
"REV-00678","AFIRMACION","C-687","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","083f7c1af539d46882c0a1dbc01fcaf1561ced74e3da836c8c516def68eb4e41"
"REV-00679","AFIRMACION","C-688","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","f2e299cd729e409fbe1c138651036983235c91ed0b4f2361f87631cb98226bbd"
"REV-00680","AFIRMACION","C-689","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","de4913042f6ada2a1325ca8207d7febda65e6437c373d1d8e0417b560827b00d"
"REV-00681","AFIRMACION","C-690","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","3ff248dc3a300f912cd9e8aff4d25c356f6c266540569969c8bf06acf5883c1d"
"REV-00682","AFIRMACION","C-691","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","bb87c7771ce2093b8503923dccdc241b7301ee112d620ff376ae8988de9100f9"
"REV-00683","AFIRMACION","C-692","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","8eabdd4d877f6ac73888301cb6cada7e0e5b987b756db4e1459c97e14a948749"
"REV-00684","AFIRMACION","C-693","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","8cdbf25d72a6dfa649c381a83a97509bec8b028d30e26db958554ddc07f75fb9"
"REV-00685","AFIRMACION","C-694","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","e6c4d96d7120e49e5cc531f9c46bdebab0549d06adb212b130583f7db2286e00"
"REV-00686","AFIRMACION","C-695","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","d7be34b2c754e5dad81a3e7ae94e970bb9a6c029d2e65783dcf402672b6c42e1"
"REV-00687","AFIRMACION","C-696","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","e212470f19aaf4da061ceef1aaa596f5ec9eb624db7a4c87d958158b9d17a885"
"REV-00688","AFIRMACION","C-697","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","2279ceca2d3207fa78727a5b380a1f3fcea4632fffc17b9e83b62fe4ae0f050a"
"REV-00689","AFIRMACION","C-698","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","204bc0521d3b8bfefa6289517d344d19677a5e5d0de94ae618aef52faa5b6c1c"
"REV-00690","AFIRMACION","C-699","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","7cb41081f1b40500def9755e964c4e99ce12113c37be5d93766d84c81321b48b"
"REV-00691","AFIRMACION","C-700","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","122ba8cbb128e71dcf6517331b5074646239eada4dee4e54c4a2aebbce6e8f27"
"REV-00692","AFIRMACION","C-701","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","5984547e9c748b19408bbf1f8641bf833cc24d061c65e8709c8787a8f5f9cf6d"
"REV-00693","AFIRMACION","C-702","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","b6b17c645cd92a52177d83609fab0f30be7f9a5e8646e4bcfbe3214be7b1d3cf"
"REV-00694","AFIRMACION","C-703","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","66b5213653a71d9a06f50ecc5ee300976c846b1512603116255ea47c83bf45b6"
"REV-00695","AFIRMACION","C-704","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","ce083e6768cad522a7c30782fc830f9338e109b6801598157d0b0c8c4fa55eb0"
"REV-00696","AFIRMACION","C-705","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","188488efab5cdb8f27eea69fec998261c7d51216100a4b9f60b0fe2a2ca48155"
"REV-00697","AFIRMACION","C-706","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","22a3bfb2f15e5d81ccbccdeca679a6a44354c5707d5bc06f7d44325af76c434f"
"REV-00698","AFIRMACION","C-707","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","4a75d5ff1ff939f4580ef4505ad9e4f6d1704e28eedf3efe6545b780d4d86627"
"REV-00699","AFIRMACION","C-708","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","09690a2274903963179a41191fcbad94ed5d0a7b67f4a0424141ba4f749fa90f"
"REV-00700","AFIRMACION","C-709","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","647a41bc8e486dfc331eec1cb4fa8d460359a8ccb5d3665805d83a51a1b77d24"
"REV-00701","AFIRMACION","C-710","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","5d15b9297a6b8ce8a21af56bc71c71a620f7ef1e702bee058ce3476b9658f5fd"
"REV-00702","AFIRMACION","C-711","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","b4396f904e84b801cf127055aa0e7bdfce4846c0ad11a66e0920ecc129d9e98a"
"REV-00703","AFIRMACION","C-712","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","ea8b371e723d2e41fe84dac73ca8276d3c534e2d18f801649341d6e7c9f8a58e"
"REV-00704","AFIRMACION","C-713","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","f68c1f845e2a42eea63ab490656ba724bd388eb6ab6dd7ec05d9abde267d87cd"
"REV-00705","AFIRMACION","C-714","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","d72fce57e61e48d0cb82c52d35969022a98274a1f066093e714e9a3e8681efac"
"REV-00706","AFIRMACION","C-715","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","66e71051a1363eab24039ff87d4d349a7c7091840a78aebb4364464f3b053add"
"REV-00707","AFIRMACION","C-716","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","4b27d35d9d687215d5f7aab72deb5e01123b0dc30269d48e22b3b3fd47c29c89"
"REV-00708","AFIRMACION","C-717","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","e86f62254231ab534de26b704f11863060ce066ddd01bf91634d3cae23cd04e0"
"REV-00709","AFIRMACION","C-718","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","1b08901760233d0f496c8d1901762488768be8c45865212c5f38704abacbb574"
"REV-00710","AFIRMACION","C-719","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","aeeda3166489391fba939fc62c9cf0f312577913abaaf1d96a175a81d3f6a513"
"REV-00711","AFIRMACION","C-720","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","7021e509e2641ea74e7c37b9c27223a8bc21bd3237b056f46dbdd14d26739c33"
"REV-00712","AFIRMACION","C-721","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","9bfcf677e94006219c05191f7d5d9d9ec696cf45ffe64aa27d3d7544ef13a52c"
"REV-00713","AFIRMACION","C-722","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","f5039ec2487831f62ce9c1fbdb075cfebd68a22c338aeff890ee9004e3f47fe2"
"REV-00714","AFIRMACION","C-723","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","5dca257466beb30c81e5bb3519838839e64d4b58c94fc4c4ae36d8078e27a925"
"REV-00715","AFIRMACION","C-724","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","27f8cdc36fa7d8313f77815deff16384904422a17ece74e69109e307fc2ea28b"
"REV-00716","AFIRMACION","C-725","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","e35053370d07a7e6f31fd227ab77f95f1e2b7ca92b543763a1fa510c849b1a84"
"REV-00717","AFIRMACION","C-726","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","27818e77e09d97e2de26c245a22ec5a7a2b3de3625e8bd0ac99f7c0bb53cb557"
"REV-00718","AFIRMACION","C-727","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","cb8f8ec4587f3eb2e077f1f183013ebcf627c612443c7ccd02412cb4461ddd4f"
"REV-00719","AFIRMACION","C-728","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","b03934adfa568868588e4ab188dcf8f301614ac6c0deabd8351c3aa7a4458159"
"REV-00720","AFIRMACION","C-729","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","149b9cf5c73b4c9d28ede8f03b2ad7c745b9fc6da979013af9c53cd68fff1ec3"
"REV-00721","AFIRMACION","C-730","CORRECCION_P0_P1","CENSO_100_PCT","PENDIENTE","NO_ASIGNADO","PENDIENTE","n/a","PENDIENTE: ninguna segunda inspección independiente se atribuye por generación automática.","Asignar revisor independiente y documentar objeto, prueba y resultado.","ABIERTO","d61c8e9901d386222b287cf5aae9d429cc63c9254c75ec03a56480d5018b806f"
