"clave_inicial","clave_final","metadatos_iniciales","metadatos_finales","identidad_bibliografica","tipo_inicial","tipo_final","estado_editorial","acceso","doi_url_inicial","doi_url_final","uso_inicial","uso_final","soporte_unico_inicial","soporte_unico_final","correcciones_retractaciones","veredicto_inicial","veredicto","severidad_inicial","accion_inicial","accion_final","evidencia_auditoria_inicial","evidencia_final","estado_hallazgo","fecha_verificacion","huella_inicial_sha256","huella_corpus_inicial_sha256","huella_final_sha256"
"S311","S311","CROSSREF VERIFICADA: título=Reply to Lane and Martin: Mitochondria do not boost the bioenergetic capacity of eukaryotic cells; autores=Michael Lynch; Georgi K. Marinov; año=2016; contenedor=Proceedings of the National Academy of Sciences; publisher=National Academy of Sciences","autores=Lynch, M. y Marinov, G. K.; año=2016; título=Reply to Lane and Martin: Mitochondria do not boost the bioenergetic capacity of eukaryotic cells; publicación=Proceedings of the National Academy of Sciences 113:e667–e668","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=otro; metadato externo=journal-article","otro","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1073/pnas.1523394113","https://doi.org/10.1073/pnas.1523394113","7 afirmaciones; 1 referencias con texto posterior a la clave (heurística; no valida el pasaje)","7 afirmaciones finales","SI: soporte único de 1 afirmaciones","SI: única S de 1 afirmaciones","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","CORREGIR","CORREGIDA","P2","ETIQUETAR en notas de calidad: soporte único de 1 afirmaciones, o añadir corroboración","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET api.crossref.org/works/10.1073/pnas.1523394113: HTTP 200; metadatos sí; pasaje citado no inspeccionado","7 C finales citan la fuente; 1 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","269c896b32bd714ce05bb04fb0d3af5d647a78b579f9418a2e6b993faf5dfa61","fdc3d51cc6f48c531b102c83742474f58bd10b59656007af74d61ef72bb31234","3e89fa170c4db51ecb6e444d3ee340a8e81c3b9bfa70b3e1e2799345b197a542"
"S312","S312","CROSSREF VERIFICADA: título=Membranes, energetics, and evolution across the prokaryote-eukaryote divide; autores=Michael Lynch; Georgi K Marinov; año=2017; contenedor=eLife; publisher=eLife Sciences Publications, Ltd","autores=Lynch, M. y Marinov, G. K.; año=2017; título=Membranes, energetics, and evolution across the prokaryote-eukaryote divide; publicación=eLife 6:e20437","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=investigación primaria; metadato externo=journal-article","investigación primaria","Crossref relation={""has-review"":[{""asserted-by"":""object"",""id"":""10.7554/eLife.20437.016"",""id-type"":""doi""},{""asserted-by"":""object"",""id"":""10.7554/eLife.20437.017"",""id-type"":""doi""}]}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.7554/eLife.20437","https://doi.org/10.7554/eLife.20437","6 afirmaciones; 2 referencias con texto posterior a la clave (heurística; no valida el pasaje)","6 afirmaciones finales","NO: ninguna afirmación depende exclusivamente de esta fuente","NO","Crossref relation={""has-review"":[{""asserted-by"":""object"",""id"":""10.7554/eLife.20437.016"",""id-type"":""doi""},{""asserted-by"":""object"",""id"":""10.7554/eLife.20437.017"",""id-type"":""doi""}]}; update-to=[]; requiere Crossmark/editor para exhaustividad","CONFORME","CONFORME","NINGUNA","CONSERVAR; no se requiere corrección bibliográfica","CONSERVADA; uso final recalculado sin alterar su identidad.","GET api.crossref.org/works/10.7554/elife.20437: HTTP 200; metadatos sí; pasaje citado no inspeccionado","6 C finales citan la fuente; 0 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","19277538615ff663495f7695d2d35320f6b06d9ea039c69bbdd175f13cf70407","ad06890dbe74c33d6dae5741d253ea93c45a140a569adcc426fa9e36dd74fae2","ad06890dbe74c33d6dae5741d253ea93c45a140a569adcc426fa9e36dd74fae2"
"S313","S313","CROSSREF VERIFICADA: título=Correction: Membranes, Energetics, and Evolution Across the Prokaryote-Eukaryote Divide; autores=Michael Lynch; Georgi Marinov; año=2018; contenedor=eLife; publisher=eLife Sciences Publications, Ltd","autores=Lynch, M. y Marinov, G. K.; año=2018; título=Correction: Membranes, energetics, and evolution across the prokaryote-eukaryote divide; publicación=eLife 7:e35006","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=otro; metadato externo=journal-article","otro","Crossref relation={}; update-to=[{""DOI"":""10.7554/elife.20437"",""label"":""Correction"",""source"":""publisher"",""type"":""correction"",""updated"":{""date-parts"":[[2018,7,5]],""date-time"":""2018-07-05T00:00:00Z"",""timestamp"":1530748800000}}]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.7554/eLife.35006","https://doi.org/10.7554/eLife.35006","5 afirmaciones; 1 referencias con texto posterior a la clave (heurística; no valida el pasaje)","5 afirmaciones finales","SI: soporte único de 1 afirmaciones","SI: única S de 1 afirmaciones","Crossref relation={}; update-to=[{""DOI"":""10.7554/elife.20437"",""label"":""Correction"",""source"":""publisher"",""type"":""correction"",""updated"":{""date-parts"":[[2018,7,5]],""date-time"":""2018-07-05T00:00:00Z"",""timestamp"":1530748800000}}]; requiere Crossmark/editor para exhaustividad","CORREGIR","CORREGIDA","P2","ETIQUETAR en notas de calidad: soporte único de 1 afirmaciones, o añadir corroboración","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET api.crossref.org/works/10.7554/elife.35006: HTTP 200; metadatos sí; pasaje citado no inspeccionado","5 C finales citan la fuente; 1 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","8b9f233f4c546a5aee723cf5fda7611c1f085bf5f306d4973c7741aefd72aa6f","512f87a9babcd8404b1dd6bc2430e690cffe0bafccbefa087c7799111902091d","88290816c3877caf09c2e0b8aa708b04d84fbfadd5a82d72e68ed610d9f84dc2"
"S314","S314","CROSSREF VERIFICADA: título=Elusive data underlying debate at the prokaryote-eukaryote divide; autores=Marie Gerlitz; Michael Knopp; Nils Kapust; Joana C. Xavier; William F. Martin; año=2018; contenedor=Biology Direct; publisher=Springer Science and Business Media LLC","autores=Gerlitz, M., et al.; año=2018; título=Elusive data underlying debate at the prokaryote-eukaryote divide; publicación=Biology Direct 13:21","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=revisión; metadato externo=journal-article","revisión","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1186/s13062-018-0221-x","https://doi.org/10.1186/s13062-018-0221-x","4 afirmaciones; 2 referencias con texto posterior a la clave (heurística; no valida el pasaje)","4 afirmaciones finales","SI: soporte único de 1 afirmaciones","SI: única S de 1 afirmaciones","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","CORREGIR","CORREGIDA","P2","ETIQUETAR en notas de calidad: soporte único de 1 afirmaciones, o añadir corroboración","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET api.crossref.org/works/10.1186/s13062-018-0221-x: HTTP 200; metadatos sí; pasaje citado no inspeccionado","4 C finales citan la fuente; 1 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","952c804b7a473657b6d903f038a752232e1f9a0062ac36d274179149473643f6","de500577d2067b75467732efd0f4c4d6af6d5634647e5bb717cc036f7df722f4","7051417d2fa4b61a99f72225a59b4fdd36800eda386b1fc4b67f6a65df90ba97"
"S315","S315","CROSSREF VERIFICADA: título=Response to Martin and colleagues: mitochondria do not boost the bioenergetic capacity of eukaryotic cells; autores=Michael Lynch; Georgi K. Marinov; año=2018; contenedor=Biology Direct; publisher=Springer Science and Business Media LLC","autores=Lynch, M. y Marinov, G. K.; año=2018; título=Response to Martin and colleagues: Mitochondria do not boost the bioenergetic capacity of eukaryotic cells; publicación=Biology Direct 13:26","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=otro; metadato externo=journal-article","otro","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1186/s13062-018-0228-3","https://doi.org/10.1186/s13062-018-0228-3","3 afirmaciones; 0 referencias con texto posterior a la clave (heurística; no valida el pasaje)","3 afirmaciones finales","NO: ninguna afirmación depende exclusivamente de esta fuente","NO","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","CONFORME","CONFORME","NINGUNA","CONSERVAR; no se requiere corrección bibliográfica","CONSERVADA; uso final recalculado sin alterar su identidad.","GET api.crossref.org/works/10.1186/s13062-018-0228-3: HTTP 200; metadatos sí; pasaje citado no inspeccionado","3 C finales citan la fuente; 0 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","18382a71c421639c3c27c9a928bcc42e7ccf71d9f03b3c4a4b37622ea2dfef14","1612236d3ca38f9de858fb9c8b4441f6a1d6b38779d6542d2b8af2a0e507e7be","1612236d3ca38f9de858fb9c8b4441f6a1d6b38779d6542d2b8af2a0e507e7be"
"S316","S316","CROSSREF VERIFICADA: título=The role of mitochondrial energetics in the origin and diversification of eukaryotes; autores=Paul E. Schavemaker; Sergio A. Muñoz-Gómez; año=2022; contenedor=Nature Ecology &amp; Evolution; publisher=Springer Science and Business Media LLC","autores=Schavemaker, P. E. y Muñoz-Gómez, S. A.; año=2022; título=The role of mitochondrial energetics in the origin and diversification of eukaryotes; publicación=Nature Ecology & Evolution 6:1307–1317","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=revisión; metadato externo=journal-article","revisión","Crossref relation={""has-preprint"":[{""asserted-by"":""object"",""id"":""10.1101/2021.10.23.465364"",""id-type"":""doi""}]}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1038/s41559-022-01833-9","https://doi.org/10.1038/s41559-022-01833-9","5 afirmaciones; 2 referencias con texto posterior a la clave (heurística; no valida el pasaje)","5 afirmaciones finales","SI: soporte único de 2 afirmaciones","SI: única S de 2 afirmaciones","Crossref relation={""has-preprint"":[{""asserted-by"":""object"",""id"":""10.1101/2021.10.23.465364"",""id-type"":""doi""}]}; update-to=[]; requiere Crossmark/editor para exhaustividad","CORREGIR","CORREGIDA","P2","ETIQUETAR en notas de calidad: soporte único de 2 afirmaciones, o añadir corroboración","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET api.crossref.org/works/10.1038/s41559-022-01833-9: HTTP 200; metadatos sí; pasaje citado no inspeccionado","5 C finales citan la fuente; 2 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","1571195f849693409509ab277e7dcf4a1614b315009b157130b257e823cd085c","69a12dd74a4cc5138d999566c31ae176282471b83e11f604a95ce6b5b2b8507f","933813f9278aaed28d0d3a7f78052aa072118e4adf2e9cd5e4998e89750d8087"
"S317","S317","CROSSREF VERIFICADA: título=Revisiting the hypothesis of an energetic barrier to genome complexity between eukaryotes and prokaryotes; autores=Katsumi Chiyomaru; Kazuhiro Takemoto; año=2020; contenedor=Royal Society Open Science; publisher=The Royal Society","autores=Chiyomaru, K. y Takemoto, K.; año=2020; título=Revisiting the hypothesis of an energetic barrier to genome complexity between eukaryotes and prokaryotes; publicación=Royal Society Open Science 7:191859","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=investigación primaria; metadato externo=journal-article","investigación primaria","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1098/rsos.191859","https://doi.org/10.1098/rsos.191859","3 afirmaciones; 1 referencias con texto posterior a la clave (heurística; no valida el pasaje)","3 afirmaciones finales","SI: soporte único de 1 afirmaciones","SI: única S de 1 afirmaciones","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","CORREGIR","CORREGIDA","P2","ETIQUETAR en notas de calidad: soporte único de 1 afirmaciones, o añadir corroboración","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET api.crossref.org/works/10.1098/rsos.191859: HTTP 200; metadatos sí; pasaje citado no inspeccionado","3 C finales citan la fuente; 1 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","ba430e0aa0ab0d67a415da8caa3187aea970f45be4effe97c989419d2b869be1","7bc822255b4fbbd95c8bcaed305eba674acf150ca70b61d69e67a226f809bce8","c363afa8ed727524d5f0107e27cb06328c3d472109deee43d40d6a45a552c604"
"S318","S318","CROSSREF VERIFICADA: título=Energetics and population genetics at the root of eukaryotic cellular and genomic complexity; autores=Eugene V. Koonin; año=2015; contenedor=Proceedings of the National Academy of Sciences; publisher=National Academy of Sciences","autores=Koonin, E. V.; año=2015; título=Energetics and population genetics at the root of eukaryotic cellular and genomic complexity; publicación=Proceedings of the National Academy of Sciences 112:E3831–E3837","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=revisión; metadato externo=journal-article","revisión","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1073/pnas.1520869112","https://doi.org/10.1073/pnas.1520869112","2 afirmaciones; 0 referencias con texto posterior a la clave (heurística; no valida el pasaje)","2 afirmaciones finales","NO: ninguna afirmación depende exclusivamente de esta fuente","NO","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","CONFORME","CONFORME","NINGUNA","CONSERVAR; no se requiere corrección bibliográfica","CONSERVADA; uso final recalculado sin alterar su identidad.","GET api.crossref.org/works/10.1073/pnas.1520869112: HTTP 200; metadatos sí; pasaje citado no inspeccionado","2 C finales citan la fuente; 0 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","0a384971fb31850c52171822c2479c703246834ab7e2d54ca1a1b16dcea1cc91","310e83150a2b5959b9354fbc5e000bf80a72f70a780574808a6dfc7b3eac6ebf","310e83150a2b5959b9354fbc5e000bf80a72f70a780574808a6dfc7b3eac6ebf"
"S319","S319","CROSSREF VERIFICADA: título=The Origins of Genome Complexity; autores=Michael Lynch; John S. Conery; año=2003; contenedor=Science; publisher=American Association for the Advancement of Science (AAAS)","autores=Lynch, M. y Conery, J. S.; año=2003; título=The origins of genome complexity; publicación=Science 302:1401–1404","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=investigación primaria; metadato externo=journal-article","investigación primaria","Crossref relation={""has-review"":[{""asserted-by"":""object"",""id"":""10.3410/f.1016812.207498"",""id-type"":""doi""},{""asserted-by"":""object"",""id"":""10.3410/f.1016812.201357"",""id-type"":""doi""}]}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1126/science.1089370","https://doi.org/10.1126/science.1089370","13 afirmaciones; 9 referencias con texto posterior a la clave (heurística; no valida el pasaje)","13 afirmaciones finales","SI: soporte único de 7 afirmaciones","SI: única S de 7 afirmaciones","Crossref relation={""has-review"":[{""asserted-by"":""object"",""id"":""10.3410/f.1016812.207498"",""id-type"":""doi""},{""asserted-by"":""object"",""id"":""10.3410/f.1016812.201357"",""id-type"":""doi""}]}; update-to=[]; requiere Crossmark/editor para exhaustividad","CORREGIR","CORREGIDA","P2","ETIQUETAR en notas de calidad: soporte único de 7 afirmaciones, o añadir corroboración","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET api.crossref.org/works/10.1126/science.1089370: HTTP 200; metadatos sí; pasaje citado no inspeccionado","13 C finales citan la fuente; 7 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","47c90edbb31a4fb42f89313aa20d7de73b4390540604d28f8627a43cc5ceaa81","effc230c2b34632b42550dae0651b0d02ce307acf5c6ad4759b8831c1af6ed05","cf9b25716324c1ec2b1bd6fdc23fe8a9a077954080f69a06822f608c037ce1b6"
"S320","S320","CROSSREF VERIFICADA: título=The frailty of adaptive hypotheses for the origins of organismal complexity; autores=Michael Lynch; año=2007; contenedor=Proceedings of the National Academy of Sciences; publisher=National Academy of Sciences","autores=Lynch, M.; año=2007; título=The frailty of adaptive hypotheses for the origins of organismal complexity; publicación=Proceedings of the National Academy of Sciences 104:8597–8604","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=revisión; metadato externo=journal-article","revisión","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1073/pnas.0702207104","https://doi.org/10.1073/pnas.0702207104","7 afirmaciones; 3 referencias con texto posterior a la clave (heurística; no valida el pasaje)","7 afirmaciones finales","SI: soporte único de 1 afirmaciones","SI: única S de 1 afirmaciones","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","CORREGIR","CORREGIDA","P2","ETIQUETAR en notas de calidad: soporte único de 1 afirmaciones, o añadir corroboración","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET api.crossref.org/works/10.1073/pnas.0702207104: HTTP 200; metadatos sí; pasaje citado no inspeccionado","7 C finales citan la fuente; 1 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","0634c6a21771c9b3c4ab0b74e6368fd186f424e2d0db750cc33bed427287bc41","2c448b6c45b9065ac4a8f07135f24669e2ed3e76518e5d637e5563f461f9635d","ee28bd9feacb19ce97f83006811b901d091e8058ae3e4feb991f3eeafbdb3e6c"
"S321","S321","CROSSREF VERIFICADA: título=Drift-barrier hypothesis and mutation-rate evolution; autores=Way Sung; Matthew S. Ackerman; Samuel F. Miller; Thomas G. Doak; Michael Lynch; año=2012; contenedor=Proceedings of the National Academy of Sciences; publisher=National Academy of Sciences","autores=Sung, W., et al.; año=2012; título=Drift-barrier hypothesis and mutation-rate evolution; publicación=Proceedings of the National Academy of Sciences 109:18488–18492","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=investigación primaria; metadato externo=journal-article","investigación primaria","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1073/pnas.1216223109","https://doi.org/10.1073/pnas.1216223109","2 afirmaciones; 1 referencias con texto posterior a la clave (heurística; no valida el pasaje)","2 afirmaciones finales","NO: ninguna afirmación depende exclusivamente de esta fuente","NO","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","CONFORME","CONFORME","NINGUNA","CONSERVAR; no se requiere corrección bibliográfica","CONSERVADA; uso final recalculado sin alterar su identidad.","GET api.crossref.org/works/10.1073/pnas.1216223109: HTTP 200; metadatos sí; pasaje citado no inspeccionado","2 C finales citan la fuente; 0 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","2acb99c8891fdcd75e01554c8aeb20641fb203ea5ba251a3ba419a5d41db74c7","4054c990044887f9922830c856e72a1165cd2cf67082e8f2e80ff0291763f146","4054c990044887f9922830c856e72a1165cd2cf67082e8f2e80ff0291763f146"
"S322","S322","CROSSREF VERIFICADA: título=A Comparative Analysis of Long‐Term Effective Population Sizes Across Eukaryotes; autores=Loveday Lewin; Adam Eyre‐Walker; año=2026; contenedor=Molecular Ecology; publisher=Wiley","autores=Lewin, L. y Eyre-Walker, A.; año=2026; título=A Comparative Analysis of Long-Term Effective Population Sizes Across Eukaryotes; publicación=Molecular Ecology 35:e70265","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=investigación primaria; metadato externo=journal-article","investigación primaria","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.1111/mec.70265","https://doi.org/10.1111/mec.70265","6 afirmaciones; 3 referencias con texto posterior a la clave (heurística; no valida el pasaje)","6 afirmaciones finales","SI: soporte único de 3 afirmaciones","SI: única S de 3 afirmaciones","Crossref relation={}; update-to=[]; requiere Crossmark/editor para exhaustividad","CORREGIR","CORREGIDA","P2","ETIQUETAR en notas de calidad: soporte único de 3 afirmaciones, o añadir corroboración","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET api.crossref.org/works/10.1111/mec.70265: HTTP 200; metadatos sí; pasaje citado no inspeccionado","6 C finales citan la fuente; 3 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","487003d0c60bb869b135ebac02023b8b417e6b7542b4a360c623a4d495d74e0a","69dc54376a31ff78265a2f41a9ba571db91eddb8238c4af6ccafebb9e4adcd3b","8b4c52a45c68374941d9ef9df8df0209173c941198eed98e94a86715075f271a"
"S323","S323","CROSSREF VERIFICADA: título=Effective population size does not explain long-term variation in genome size and transposable element content in animals; autores=Alba Marino; Gautier Debaecker; Anna-Sophie Fiston-Lavier; Annabelle Haudry; Benoit Nabholz; año=2025; contenedor=eLife; publisher=eLife Sciences Publications, Ltd","autores=Marino, A., et al.; año=2025; título=Effective population size does not explain long-term variation in genome size and transposable element content in animals; publicación=eLife 13:RP100574","COINCIDE (similitud_título=1.000; primer_autor=coincide; año=coincide)","registrado=investigación primaria; metadato externo=journal-article","investigación primaria","Crossref relation={""has-preprint"":[{""asserted-by"":""subject"",""id"":""10.1101/2024.02.26.582137"",""id-type"":""doi""}],""has-review"":[{""asserted-by"":""object"",""id"":""10.7554/eLife.100574.3.sa2"",""id-type"":""doi""},{""asserted-by"":""object"",""id"":""10.7554/eLife.100574.3.sa3"",""id-type"":""doi""},{""asserted-by"":""object"",""id"":""10.7554/eLife.100574.3.sa0"",""id-type"":""doi""},{""asserted-by"":""object"",""id"":""10.7554/eLife.100574.3.sa1"",""id-type"":""doi""}],""is-supplemented-by"":[{""asserted-by"":""subject"",""id"":""https://archive.softwareheritage.org/swh:1:dir:c58be4aa60074e0f1d0d3c43fcb074e851cf4db5;origin=https://github.com/sigau/pipeline_dnapipe;visit=swh:1:snp:b48a0b523c300d0d133df5752c2b10a405bc0c27;anchor=swh:1:rev:8d429bf533cd44bbb0ca343c9639cb50dbf4a9de"",""id-type"":""uri""},{""asserted-by"":""subject"",""id"":""https://archive.softwareheritage.org/swh:1:dir:69ca072bfd9de2b3fc2567ce6321e194c52f68e4;origin=https://github.com/albmarino/Meta-analysis_scripts;visit=swh:1:snp:38669eade7bf067c96c989780ed3b1b8e3b19b6a;anchor=swh:1:rev:fa75d6239b64f9afdfe0aad46ad3dad96c15419a"",""id-type"":""uri""}],""is-version-of"":[{""asserted-by"":""subject"",""id"":""10.7554/eLife.100574.1"",""id-type"":""doi""},{""asserted-by"":""subject"",""id"":""10.7554/eLife.100574.2"",""id-type"":""doi""}],""references"":[{""asserted-by"":""subject"",""id"":""10.6084/m9.figshare.3531875.v1"",""id-type"":""doi""}]}; update-to=[]; requiere Crossmark/editor para exhaustividad","METADATOS VERIFICADOS; TEXTO COMPLETO/PASAJE NO INSPECCIONADO EN ESTA PASADA","https://doi.org/10.7554/eLife.100574.3","https://doi.org/10.7554/eLife.100574.3","4 afirmaciones; 2 referencias con texto posterior a la clave (heurística; no valida el pasaje)","4 afirmaciones finales","SI: soporte único de 2 afirmaciones","SI: única S de 2 afirmaciones","Crossref relation={""has-preprint"":[{""asserted-by"":""subject"",""id"":""10.1101/2024.02.26.582137"",""id-type"":""doi""}],""has-review"":[{""asserted-by"":""object"",""id"":""10.7554/eLife.100574.3.sa2"",""id-type"":""doi""},{""asserted-by"":""object"",""id"":""10.7554/eLife.100574.3.sa3"",""id-type"":""doi""},{""asserted-by"":""object"",""id"":""10.7554/eLife.100574.3.sa0"",""id-type"":""doi""},{""asserted-by"":""object"",""id"":""10.7554/eLife.100574.3.sa1"",""id-type"":""doi""}],""is-supplemented-by"":[{""asserted-by"":""subject"",""id"":""https://archive.softwareheritage.org/swh:1:dir:c58be4aa60074e0f1d0d3c43fcb074e851cf4db5;origin=https://github.com/sigau/pipeline_dnapipe;visit=swh:1:snp:b48a0b523c300d0d133df5752c2b10a405bc0c27;anchor=swh:1:rev:8d429bf533cd44bbb0ca343c9639cb50dbf4a9de"",""id-type"":""uri""},{""asserted-by"":""subject"",""id"":""https://archive.softwareheritage.org/swh:1:dir:69ca072bfd9de2b3fc2567ce6321e194c52f68e4;origin=https://github.com/albmarino/Meta-analysis_scripts;visit=swh:1:snp:38669eade7bf067c96c989780ed3b1b8e3b19b6a;anchor=swh:1:rev:fa75d6239b64f9afdfe0aad46ad3dad96c15419a"",""id-type"":""uri""}],""is-version-of"":[{""asserted-by"":""subject"",""id"":""10.7554/eLife.100574.1"",""id-type"":""doi""},{""asserted-by"":""subject"",""id"":""10.7554/eLife.100574.2"",""id-type"":""doi""}],""references"":[{""asserted-by"":""subject"",""id"":""10.6084/m9.figshare.3531875.v1"",""id-type"":""doi""}]}; update-to=[]; requiere Crossmark/editor para exhaustividad","CORREGIR","CORREGIDA","P2","ETIQUETAR en notas de calidad: soporte único de 2 afirmaciones, o añadir corroboración","METADATOS/NOTAS ACTUALIZADOS y uso final recalculado.","GET api.crossref.org/works/10.7554/elife.100574.3: HTTP 200; metadatos sí; pasaje citado no inspeccionado","4 C finales citan la fuente; 2 tienen esta S como única S. No se infiere inspección de texto completo desde este recuento.","CERRADO","2026-08-08","65369e79d846ea343503d2018c36435622cee9c6f386e552a0d364db712e68f7","b81cc201febad7e3bb2cb0e114e2bf111727e7bc8a97eca34d7ed302200143f3","12b0cb448d1a5d360ca657a8d4edce3e89c510a24e713feae3c5875efc67fccb"
