"id_requisito","seccion_prompt","ancla","requisito_literal","estado_inicial","estado_final","afirmaciones_iniciales","afirmaciones","tablas_iniciales","tablas","fuentes_iniciales","fuentes","busqueda_negativa_inicial","busqueda_negativa","accion_inicial","accion","evidencia_inicial","evidencia","huella_inicial_sha256"
"R-0103","5","L76","Este apartado es el ancladero observacional de todo lo demás.","NO_VERIFICABLE","CUMPLE","C-666–C-721","C-694–C-750","table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo","table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo","S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178","S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178","n/a","n/a","REVISAR semánticamente «Este apartado es el ancladero observacional de todo lo demás.» oración por oración y celda por celda; asignar C/S/localizador o registrar un hueco, sin inferir cumplimiento por texto parecido","Destino final trazado a C-694–C-750; table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo; S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178. La clasificación de cierre no añade una inspección científica distinta de la ya documentada.","docs/secciones/006-05-5-el-registro-material-fosiles-y-biomarcadores.md; coincidencia léxica auditada=0.000; términos distintivos coincidentes=ninguno; requiere verificación semántica humana","Ancla literal L76; destinos finales: C-694–C-750; table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo; S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178.","b2ff949e8436b1deb342e47f293985bb6e9ef9318d546f8f42f6aa4a253a1d89"
"R-0104","5","L76","Quiero saber qué se ha visto en la roca: qué formación, qué edad, qué datación la sostiene.","NO_VERIFICABLE","CUMPLE","C-666–C-721","C-694–C-750","table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo","table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo","S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178","S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178","n/a","n/a","REVISAR semánticamente «Quiero saber qué se ha visto en la roca: qué formación, qué edad, qué datación la sostiene.» oración por oración y celda por celda; asignar C/S/localizador o registrar un hueco, sin inferir cumplimiento por texto parecido","Destino final trazado a C-694–C-750; table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo; S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178. La clasificación de cierre no añade una inspección científica distinta de la ya documentada.","docs/secciones/006-05-5-el-registro-material-fosiles-y-biomarcadores.md; coincidencia léxica auditada=0.167; términos distintivos coincidentes=formacion; requiere verificación semántica humana","Ancla literal L76; destinos finales: C-694–C-750; table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo; S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178.","a0aa2711c301cc06bbe01023796bad67983597fe3851a9784cd9bf0de9e76170"
"R-0105","5","L78","Microfósiles de pared orgánica (acritarcos): qué caracteres se usan para atribuir una vesícula a Eukaryota —ornamentación, procesos, aberturas de excistamiento, pared multicapa, química de la pared— y qué fuerza tiene cada uno.","CUMPLE","CUMPLE","C-666–C-721","C-694–C-750","table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo","table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo","S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178","S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178","n/a","n/a","CONFIRMAR por muestreo humano la cobertura de «Microfósiles de pared orgánica (acritarcos): qué caracteres se usan para atribuir una vesícula a Eukaryota —ornamentación, procesos, aberturas de excistamiento, pared multicapa, qu…» y conservar el mapeo solo si sus C tienen pasaje válido","Destino final trazado a C-694–C-750; table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo; S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178. La clasificación de cierre no añade una inspección científica distinta de la ya documentada.","docs/secciones/006-05-5-el-registro-material-fosiles-y-biomarcadores.md; coincidencia léxica auditada=0.812; términos distintivos coincidentes=aberturas, acritarcos, caracteres, eukaryota, excistamiento, microfosiles, multicapa, organica, ornamentacion, pared, procesos, quimica; requiere verificación semántica humana","Ancla literal L78; destinos finales: C-694–C-750; table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo; S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178.","675ccadfbe949e707b316272913e3c97fe78b33384827b6893fc2ab69f189722"
"R-0106","5","L78","Trata Valeria lophostriata, Tappania plana, Dictyosphaera, Shuiyousphaeridium, la biota del Grupo Ruyang y la Formación Roper.","CUMPLE","CUMPLE","C-666–C-721","C-694–C-750","table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo","table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo","S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178","S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178","n/a","n/a","CONFIRMAR por muestreo humano la cobertura de «Trata Valeria lophostriata, Tappania plana, Dictyosphaera, Shuiyousphaeridium, la biota del Grupo Ruyang y la Formación Roper.» y conservar el mapeo solo si sus C tienen pasaje válido","Destino final trazado a C-694–C-750; table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo; S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178. La clasificación de cierre no añade una inspección científica distinta de la ya documentada.","docs/secciones/006-05-5-el-registro-material-fosiles-y-biomarcadores.md; coincidencia léxica auditada=0.917; términos distintivos coincidentes=biota, dictyosphaera, formacion, grupo, lophostriata, plana, roper, ruyang, shuiyousphaeridium, tappania, valeria; requiere verificación semántica humana","Ancla literal L78; destinos finales: C-694–C-750; table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo; S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178.","5f2c5bb1b2665defa4f9eaebdb5afef1e5201333b0573798e84d2c7c05223398"
"R-0107","5","L79","Candidatos antiguos y discutidos: Grypania spiralis, Qingshania magnifica, Rafatazmia chitrakootensis y los fósiles vindhyanos.","CUMPLE","CUMPLE","C-666–C-721","C-694–C-750","table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo","table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo","S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178","S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178","n/a","n/a","CONFIRMAR por muestreo humano la cobertura de «Candidatos antiguos y discutidos: Grypania spiralis, Qingshania magnifica, Rafatazmia chitrakootensis y los fósiles vindhyanos.» y conservar el mapeo solo si sus C tienen pasaje válido","Destino final trazado a C-694–C-750; table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo; S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178. La clasificación de cierre no añade una inspección científica distinta de la ya documentada.","docs/secciones/006-05-5-el-registro-material-fosiles-y-biomarcadores.md; coincidencia léxica auditada=0.909; términos distintivos coincidentes=antiguos, candidatos, chitrakootensis, discutidos, fosiles, grypania, magnifica, qingshania, rafatazmia, spiralis; requiere verificación semántica humana","Ancla literal L79; destinos finales: C-694–C-750; table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo; S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178.","fd3d1eff816c7929954ecdc70783354aea86923e9a8c70ea980a3c790b5d5c43"
"R-0108","5","L79","Qué se argumenta a favor y en contra de la atribución eucariota, y si el candidato es grupo corona o grupo tronco.","CUMPLE","CUMPLE","C-666–C-721","C-694–C-750","table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo","table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo","S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178","S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178","n/a","n/a","CONFIRMAR por muestreo humano la cobertura de «Qué se argumenta a favor y en contra de la atribución eucariota, y si el candidato es grupo corona o grupo tronco.» y conservar el mapeo solo si sus C tienen pasaje válido","Destino final trazado a C-694–C-750; table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo; S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178. La clasificación de cierre no añade una inspección científica distinta de la ya documentada.","docs/secciones/006-05-5-el-registro-material-fosiles-y-biomarcadores.md; coincidencia léxica auditada=0.750; términos distintivos coincidentes=atribucion, candidato, corona, eucariota, grupo, tronco; requiere verificación semántica humana","Ancla literal L79; destinos finales: C-694–C-750; table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo; S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178.","666dfbb76284659d0731d15e89313551a2009e5084a4b316fc6d61982efaea4c"
"R-0109","5","L80","Microfósiles con forma de vasija (vase-shaped microfossils, VSM) del Grupo Chuar y equivalentes: qué son —amebas testadas, es decir Amoebozoa, la rama hermana de Obazoa— y las perforaciones interpretadas como depredación por perforación.","CUMPLE","CUMPLE","C-666–C-721","C-694–C-750","table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo","table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo","S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178","S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178","n/a","n/a","CONFIRMAR por muestreo humano la cobertura de «Microfósiles con forma de vasija (vase-shaped microfossils, VSM) del Grupo Chuar y equivalentes: qué son —amebas testadas, es decir Amoebozoa, la rama hermana de Obazoa— y las perf…» y conservar el mapeo solo si sus C tienen pasaje válido","Destino final trazado a C-694–C-750; table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo; S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178. La clasificación de cierre no añade una inspección científica distinta de la ya documentada.","docs/secciones/006-05-5-el-registro-material-fosiles-y-biomarcadores.md; coincidencia léxica auditada=0.833; términos distintivos coincidentes=amebas, amoebozoa, chuar, depredacion, equivalentes, forma, grupo, interpretadas, microfosiles, microfossils, perforacion, perforaciones; requiere verificación semántica humana","Ancla literal L80; destinos finales: C-694–C-750; table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo; S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178.","f4355e5786e5fc2568fc0a2fdbbd8441a3a9ffecdab9bd37f746d05c9d678320"
"R-0110","5","L80","Es la evidencia directa de depredación entre protistas que necesito: el trabajo concreto, el tamaño de las perforaciones, y las interpretaciones alternativas (diagénesis, daño post mortem, artefacto de preparación).","PARCIAL","CUMPLE","C-666–C-721","C-694–C-750","table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo","table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo","S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178","S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178","n/a","n/a","COMPLETAR «Es la evidencia directa de depredación entre protistas que necesito: el trabajo concreto, el tamaño de las perforaciones, y las interpretaciones alternativas (diagénesis, daño post…»: asignar cada submandato a C, tabla, S con localizador o BN reproducible; no aceptar coincidencia léxica como cierre","Destino final trazado a C-694–C-750; table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo; S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178. La clasificación de cierre no añade una inspección científica distinta de la ya documentada.","docs/secciones/006-05-5-el-registro-material-fosiles-y-biomarcadores.md; coincidencia léxica auditada=0.667; términos distintivos coincidentes=alternativas, depredacion, diagenesis, directa, evidencia, mortem, perforaciones, preparacion, protistas, tamano; requiere verificación semántica humana","Ancla literal L80; destinos finales: C-694–C-750; table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo; S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178.","a012cc9d190d9fe0b9cdcb0ffa8e5fa1600f08528a5f72798e007dee558ae890"
"R-0111","5","L81","Fósiles con relevancia directa para el corredor: Bangiomorpha pubescens (Formación Hunting) como testimonio de multicelularidad diferenciada y de reproducción sexual, y como calibración dominante de los relojes eucariotas —qué edad tiene, con qué método, y qué pasa con las estimaciones si esa calibración se mueve—","PARCIAL","CUMPLE","C-666–C-721","C-694–C-750","table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo","table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo","S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178","S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178","n/a","n/a","COMPLETAR «Fósiles con relevancia directa para el corredor: Bangiomorpha pubescens (Formación Hunting) como testimonio de multicelularidad diferenciada y de reproducción sexual, y como calibr…»: asignar cada submandato a C, tabla, S con localizador o BN reproducible; no aceptar coincidencia léxica como cierre","Destino final trazado a C-694–C-750; table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo; S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178. La clasificación de cierre no añade una inspección científica distinta de la ya documentada.","docs/secciones/006-05-5-el-registro-material-fosiles-y-biomarcadores.md; coincidencia léxica auditada=0.524; términos distintivos coincidentes=bangiomorpha, calibracion, corredor, directa, eucariotas, formacion, fosiles, pubescens, relevancia, reproduccion, sexual; requiere verificación semántica humana","Ancla literal L81; destinos finales: C-694–C-750; table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo; S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178.","0615855936b989bdd23583ca0d44e13a7e496ec7236991a43a5bc498a12f8765"
"R-0112","5","L81","Ourasphaira giraldae como candidato a hongo más antiguo","CUMPLE","CUMPLE","C-666–C-721","C-694–C-750","table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo","table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo","S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178","S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178","n/a","n/a","CONFIRMAR por muestreo humano la cobertura de «Ourasphaira giraldae como candidato a hongo más antiguo» y conservar el mapeo solo si sus C tienen pasaje válido","Destino final trazado a C-694–C-750; table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo; S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178. La clasificación de cierre no añade una inspección científica distinta de la ya documentada.","docs/secciones/006-05-5-el-registro-material-fosiles-y-biomarcadores.md; coincidencia léxica auditada=0.800; términos distintivos coincidentes=candidato, giraldae, hongo, ourasphaira; requiere verificación semántica humana","Ancla literal L81; destinos finales: C-694–C-750; table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo; S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178.","091671046b584836897f2c903025e3927fc6fb72a600aef315184b58c852577f"
"R-0113","5","L81","Bicellum brasieri como candidato a holozoo con multicelularidad diferenciada.","PARCIAL","CUMPLE","C-666–C-721","C-694–C-750","table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo","table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo","S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178","S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178","n/a","n/a","COMPLETAR «Bicellum brasieri como candidato a holozoo con multicelularidad diferenciada.»: asignar cada submandato a C, tabla, S con localizador o BN reproducible; no aceptar coincidencia léxica como cierre","Destino final trazado a C-694–C-750; table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo; S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178. La clasificación de cierre no añade una inspección científica distinta de la ya documentada.","docs/secciones/006-05-5-el-registro-material-fosiles-y-biomarcadores.md; coincidencia léxica auditada=0.667; términos distintivos coincidentes=bicellum, brasieri, candidato, holozoo; requiere verificación semántica humana","Ancla literal L81; destinos finales: C-694–C-750; table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo; S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178.","9d24a222316cb79582312a363276cfe776d54b71f558c59f2a11e0959b83937f"
"R-0114","5","L82","El umbral final del corredor: la Formación Doushantuo y los llamados embriones ediacáricos (Tianzhushania, Megasphaera, Caveasphaera, Helicoforamina), con la controversia sobre si son embriones animales o protistas holozoos enquistantes de tipo ictiospóreo.","PARCIAL","CUMPLE","C-666–C-721","C-694–C-750","table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo","table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo","S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178","S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178","n/a","n/a","COMPLETAR «El umbral final del corredor: la Formación Doushantuo y los llamados embriones ediacáricos (Tianzhushania, Megasphaera, Caveasphaera, Helicoforamina), con la controversia sobre si …»: asignar cada submandato a C, tabla, S con localizador o BN reproducible; no aceptar coincidencia léxica como cierre","Destino final trazado a C-694–C-750; table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo; S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178. La clasificación de cierre no añade una inspección científica distinta de la ya documentada.","docs/secciones/006-05-5-el-registro-material-fosiles-y-biomarcadores.md; coincidencia léxica auditada=0.722; términos distintivos coincidentes=animales, caveasphaera, corredor, doushantuo, embriones, enquistantes, formacion, helicoforamina, holozoos, megasphaera, protistas, tianzhushania; requiere verificación semántica humana","Ancla literal L82; destinos finales: C-694–C-750; table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo; S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178.","00415518dc18b55ce5bf9049e0fecabbb0344464c8201903f0170b095da43edd"
"R-0115","5","L82","Cierra exactamente donde termina mi corredor.","PARCIAL","CUMPLE","C-666–C-721","C-694–C-750","table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo","table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo","S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178","S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178","n/a","n/a","COMPLETAR «Cierra exactamente donde termina mi corredor.»: asignar cada submandato a C, tabla, S con localizador o BN reproducible; no aceptar coincidencia léxica como cierre","Destino final trazado a C-694–C-750; table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo; S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178. La clasificación de cierre no añade una inspección científica distinta de la ya documentada.","docs/secciones/006-05-5-el-registro-material-fosiles-y-biomarcadores.md; coincidencia léxica auditada=0.250; términos distintivos coincidentes=corredor; requiere verificación semántica humana","Ancla literal L82; destinos finales: C-694–C-750; table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo; S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178.","03a57ad697708da1b7fc365b77b5f21735fa1720231418549f7b29976f539207"
"R-0116","5","L83","Biomarcadores: esteranos y su interpretación; el caso de los esteranos arcaicos y su reinterpretación como contaminación, con la referencia del trabajo que lo demostró; la biota de protosteroides y qué implica para el «aburrido millardo» y para la distinción tronco/corona; el 24-isopropilcolestano y su disputa.","PARCIAL","CUMPLE","C-666–C-721","C-694–C-750","table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo","table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo","S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178","S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178","n/a","n/a","COMPLETAR «Biomarcadores: esteranos y su interpretación; el caso de los esteranos arcaicos y su reinterpretación como contaminación, con la referencia del trabajo que lo demostró; la biota de…»: asignar cada submandato a C, tabla, S con localizador o BN reproducible; no aceptar coincidencia léxica como cierre","Destino final trazado a C-694–C-750; table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo; S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178. La clasificación de cierre no añade una inspección científica distinta de la ya documentada.","docs/secciones/006-05-5-el-registro-material-fosiles-y-biomarcadores.md; coincidencia léxica auditada=0.526; términos distintivos coincidentes=arcaicos, biomarcadores, biota, corona, esteranos, interpretacion, isopropilcolestano, protosteroides, reinterpretacion, tronco; requiere verificación semántica humana","Ancla literal L83; destinos finales: C-694–C-750; table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo; S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178.","e1b6ca5cb47db255b97d7e48a58c189b654ef8a487762fc24d43eed5448f72e0"
"R-0117","5","L83","Por qué la biosíntesis de esteroles exige oxígeno molecular y qué ata eso a la sección 7.","PARCIAL","CUMPLE","C-666–C-721","C-694–C-750","table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo","table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo","S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178","S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178","n/a","n/a","COMPLETAR «Por qué la biosíntesis de esteroles exige oxígeno molecular y qué ata eso a la sección 7.»: asignar cada submandato a C, tabla, S con localizador o BN reproducible; no aceptar coincidencia léxica como cierre","Destino final trazado a C-694–C-750; table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo; S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178. La clasificación de cierre no añade una inspección científica distinta de la ya documentada.","docs/secciones/006-05-5-el-registro-material-fosiles-y-biomarcadores.md; coincidencia léxica auditada=0.500; términos distintivos coincidentes=esteroles, oxigeno, seccion; requiere verificación semántica humana","Ancla literal L83; destinos finales: C-694–C-750; table-34-5-8-asignacion-fosil-mas-antigua-localizada-por-nodo; S141; S150; S151; S152; S153; S154; S155; S156; S157; S158; S159; S160; S161; S162; S163; S164; S165; S166; S167; S168; S169; S170; S171; S172; S173; S174; S176; S178.","13165f92ce8bb2346f78d70b6ad51414e9fbb7fc9a6734b3d085e1617a53b4dd"
