"id_segmento","tipo","ruta","localizador","columna","contenido","sha256_contenido","afirmaciones","metodo_mapeo","estado_revision"
"TC-00708","prosa","docs/secciones/009-08-8-ecologia-y-trofismo.md","L159","n/a","Ese valor no es una constante de Choanoflagellata: el estudio trabajó con un gremio ambiental, registró variación estacional y advirtió que el tamaño y el método de partículas afectan la comparación. [C-958; S477 resultados; discusión]","fd3a7ba932dab6763da3ac67a9e95b454f203d104171bd9b9bfc6d5fd3acc717","C-958","cita_en_segmento","REVISADA"
"TC-00709","prosa","docs/secciones/009-08-8-ecologia-y-trofismo.md","L161","n/a","En otro ensayo, *Salpingoeca* asociada a diatomeas ingirió 35–65 bacterias por célula y hora. [C-912] Las presas, el hospedador y el protocolo difieren del ensayo con microesferas; ninguna de las dos cifras completa una matriz comparable para apusomonádidos, breviados, filastereos e ictiospóreos. [C-912; S506 resumen; resultados; BN-102]","92d77ed8f06b3fd260d8f826362eff6100c138e4d58a7270c824f31adf199296","C-912","cita_en_segmento","REVISADA"
"TC-00710","prosa","docs/secciones/009-08-8-ecologia-y-trofismo.md","L165","n/a","La lisis viral desvía materia celular hacia materia orgánica disuelta y nutrientes reutilizables por microorganismos, proceso denominado bucle viral (viral loop). [C-913; S216 tesis general]","7fddfe5ed67244fc9a7c4b18c21c128f9e07a7e8cad6a4a4ae12a55605180213","C-913","cita_en_segmento","REVISADA"
"TC-00711","prosa","docs/secciones/009-08-8-ecologia-y-trofismo.md","L167","n/a","La búsqueda documentada Q-0173 no localizó una tasa publicada de mortalidad viral aplicable a comunidades eucariotas proterozoicas; el resultado no autoriza una declaración universal de inexistencia ni extrapolar tasas modernas. [C-914; Q-0173]","9b970244de9d630f6c4cf0a6c213be23914e4bdf7f734fdd3160ec88a6f1b381","C-914","cita_en_segmento","REVISADA"
"TC-00712","prosa","docs/secciones/009-08-8-ecologia-y-trofismo.md","L169","n/a","Rambo y colaboradores reconstruyeron seis genomas de virus de ADN bicatenario de hasta 117 kb asociados con Lokiarchaeota y Helarchaeota. [C-915; S217 resumen]","7d4c4fbce177a2a69d4c70472475c90daca763a39014459a7204bbce58232460","C-915","cita_en_segmento","REVISADA"
"TC-00713","prosa","docs/secciones/009-08-8-ecologia-y-trofismo.md","L171","n/a","La evidencia de virus de Asgard procede de metagenomas y no de partículas aisladas infectando cultivos asgard. [C-916; S217 métodos y discusión]","9ad054766e0dce0454457a7411256959824084cd4a8488a7b2f91974170b0ad3","C-916","cita_en_segmento","REVISADA"
"TC-00714","prosa","docs/secciones/009-08-8-ecologia-y-trofismo.md","L173","n/a","Acanthamoeba castellanii es huésped de Medusavirus, un virus gigante de ADN aislado de agua termal. [C-917; S222 resumen]","c17a636e7c99e7feeec8039664707371e96a5808b511425146b70cd611cac106","C-917","cita_en_segmento","REVISADA"
"TC-00715","prosa","docs/secciones/009-08-8-ecologia-y-trofismo.md","L175","n/a","Las semejanzas entre virus gigantes y eucariotas no determinan por sí solas la dirección de transferencia ni demuestran que el núcleo descienda de un virus. [C-337; S94 discusión; S95 discusión]","4f1f6b1c8a255be7cbd115e93bf924e773fd06c084c7f9331df0557ee866afa4","C-337","cita_en_segmento","REVISADA"
"TC-00716","prosa","docs/secciones/009-08-8-ecologia-y-trofismo.md","L177","n/a","El genoma de *Acanthamoeba polyphaga mimivirus* publicado tiene 1.181.404 bp y 1.262 ORF putativos; la partícula descrita mide aproximadamente 400 nm. [C-959; C-960; C-961; S472 resumen; resultados]","9e031804b337dbe80073223b3ff608fd3e02e6d73d828128d4e3e85c99f193bc","C-959; C-960; C-961","cita_en_segmento","REVISADA"
"TC-00717","prosa","docs/secciones/009-08-8-ecologia-y-trofismo.md","L179","n/a","Los dos pandoravirus secuenciados por Philippe y colaboradores alcanzaron genomas de hasta 2,5 Mb y presentaron partículas ovoides, sin que ese máximo defina a todo el clado. [C-962; S473 resumen; resultados]","f6cffe347c4faa928603b1c3000f0aff79ab1c0a17be8496cf807cf026fd1de7","C-962","cita_en_segmento","REVISADA"
"TC-00718","prosa","docs/secciones/009-08-8-ecologia-y-trofismo.md","L181","n/a","Medusavirus tiene un genoma de 381 kb con 461 proteínas putativas y una cápside icosaédrica de aproximadamente 260 nm. [C-963; C-964; C-965; S222 resumen; resultados]","e6c2e03c7127797b735bb071600c757de0215426403772f4be2a0a5a4f9ae997","C-963; C-964; C-965","cita_en_segmento","REVISADA"
"TC-00719","prosa","docs/secciones/009-08-8-ecologia-y-trofismo.md","L183","n/a","*Pithovirus sibericum* presenta una partícula ovoide de aproximadamente 1,5 µm y un genoma de aproximadamente 610 kbp; los 30.000 años corresponden al sedimento de permafrost y no a la edad del linaje viral. [C-919; C-966; C-967; S474 resumen; resultados]","8a7bfe1cf4dc884a0822cf05f11a7cb80c6f43b24f12c47b9f804d1b1d1c61ba","C-919; C-966; C-967","cita_en_segmento","REVISADA"
"TC-00720","prosa","docs/secciones/009-08-8-ecologia-y-trofismo.md","L185","n/a","Las mediciones registradas muestran que «virus gigante» no designa un tamaño genómico ni una morfología únicos: los cuatro casos conservan aislamiento, anotación y unidad propios. [C-968; sintesis(C-917, C-959–C-967)]","3520238946294edc039a4a5d76cd5d952d77710b8b81cac1e2ca0fe46e9518dc","C-959; C-960; C-961; C-962; C-963; C-964; C-965; C-966; C-967; C-968; C-917","cita_en_segmento","REVISADA"
"TC-00721","prosa","docs/secciones/009-08-8-ecologia-y-trofismo.md","L189","n/a","Cohen y colaboradores demostraron que la señalización bacteriana por GMP–AMP cíclico protege frente a infección por fagos. [C-920; S218 resumen]","a6529aa4d44eff73841f54d3c995123cbbe4307cba8e1f4136bbc23be9e02568","C-920","cita_en_segmento","REVISADA"
"TC-00722","prosa","docs/secciones/009-08-8-ecologia-y-trofismo.md","L191","n/a","Cohen y colaboradores identificaron homología entre componentes bacterianos cGAS-like y componentes eucariotas cGAS–STING. [C-918; S218 discusión]","f954d292ab3f84c2b20016bfe40e766391e8ff50870cb7d357143ce277d84ca3","C-918","cita_en_segmento","REVISADA"
"TC-00723","prosa","docs/secciones/009-08-8-ecologia-y-trofismo.md","L193","n/a","La homología entre componentes bacterianos cGAS-like y componentes eucariotas cGAS–STING no equivale a identidad de las vías completas. [C-921; S218 discusión]","687ece86eb21b5cd3b1b5fab1a8f43c3f6f6f92f7f4f4e83f07f966fc8c20835","C-921","cita_en_segmento","REVISADA"
"TC-00724","prosa","docs/secciones/009-08-8-ecologia-y-trofismo.md","L195","n/a","Las viperinas procariotas producen nucleótidos antivirales y protegen contra fagos. [C-922; S219 resumen; resultados]","297137b214ac8bff2e97719e343bed219029ba1dad0291a92455d74070080e09","C-922","cita_en_segmento","REVISADA"
"TC-00725","prosa","docs/secciones/009-08-8-ecologia-y-trofismo.md","L197","n/a","Bernheim y colaboradores interpretaron la viperina eucariota como derivada de una familia bacteriana y arqueana de proteínas antivirales. [C-923; S219 discusión]","083e831267205bc39d38aad381c621ed97f30afd9e38b87507872685546e0921","C-923","cita_en_segmento","REVISADA"
"TC-00726","prosa","docs/secciones/009-08-8-ecologia-y-trofismo.md","L199","n/a","La Argonaute de Thermus thermophilus usa guías de ADN para interferir con ADN invasor. [C-924; S220 resumen; resultados]","6a53f33db9bbde02fddc8169db21e1b01c80e36231ab5a1df48495b02d80b873","C-924","cita_en_segmento","REVISADA"
"TC-00727","prosa","docs/secciones/009-08-8-ecologia-y-trofismo.md","L201","n/a","La homología entre Argonautas procariotas y eucariotas no implica que el sistema completo de ARN de interferencia existiera en procariotas. [C-925; S220 discusión]","a4df20a6c3c8061e962d6e7c0067223562e08876f26392cfdef7ceb22a6b2b8e","C-925","cita_en_segmento","REVISADA"
"TC-00728","prosa","docs/secciones/009-08-8-ecologia-y-trofismo.md","L203","n/a","Koonin propuso que intrones de grupo II transferidos desde el progenitor mitocondrial dieron origen a intrones espliceosomales y contribuyeron a la emergencia del spliceosoma y el núcleo. [C-926; S221 resumen, Results y Conclusion]","06820c8d74421b11995228cac2a1bfe4680102913d393d1186f08964feede511","C-926","cita_en_segmento","REVISADA"
"TC-00729","prosa","docs/secciones/009-08-8-ecologia-y-trofismo.md","L205","n/a","En el mismo escenario, Koonin propuso que la invasión de intrones contribuyó a la emergencia de cromosomas lineales y telomerasa. [C-927] La conexión es una hipótesis evolutiva explícita, no una cadena causal observada ni el único modelo publicado. [C-927; S221 resumen y Results]","271a02f9963310b163b4df06f076e5f942a92ac28b244fd3a8b8eb5a2575b57d","C-927","cita_en_segmento","REVISADA"
"TC-00730","prosa","docs/secciones/009-08-8-ecologia-y-trofismo.md","L209","n/a","La formación de rosetas, el apareamiento inducido, la inversión de Choanoeca flexa, la agregación de Capsaspora y la celularización de Sphaeroforma son respuestas del ciclo vital observadas sin selección de nuevas mutaciones. [C-928; S200 resultados; S201 resultados; S203 resultados; S204 resultados; S206 resultados; S208 resultados]","14174c3c2454193a61b3725c384fa088f78480758dadb2cca2263a6ccbcc6357","C-928","cita_en_segmento","REVISADA"
"TC-00731","prosa","docs/secciones/009-08-8-ecologia-y-trofismo.md","L211","n/a","La reversibilidad está demostrada directamente para la inversión lumínica de Choanoeca flexa. [C-929; S204 figs. 1G–H y 2]","e22889918dba36a996f8b5dd168ec1f3b2040ee13269e4dd3c39603a5f5196c2","C-929","cita_en_segmento","REVISADA"
"TC-00732","prosa","docs/secciones/009-08-8-ecologia-y-trofismo.md","L213","n/a","En *Capsaspora*, la agregación comenzó hacia 20 min, todos los agregados se habían desarmado después de unas 26 h y la reintroducción de suero produjo reagregación hacia 10 min. [C-930; C-931; C-932] Esta cinética del protocolo de inanición no hace comparables la retirada de RIF-1, EroS y condiciones de agregación. [C-930; C-931; C-932; S427 resultados; figs. 1–2; BN-101]","b667070ca7e33d0c3ba9ead674a79e7b2fceb9a72d346501c837df05c5f5611b","C-930; C-931; C-932","cita_en_segmento","REVISADA"
"TC-00733","prosa","docs/secciones/009-08-8-ecologia-y-trofismo.md","L215","n/a","La búsqueda BN-083 no localizó costes energéticos directos, en unidades comunes, para rosetas de *Salpingoeca*, agregados de *Capsaspora* o coenocitos de *Sphaeroforma*; el resultado no demuestra inexistencia universal. [C-933; BN-083]","51f2969858cec79a41852a27fc79098aa8aea6f0c704c3f428d768fa75400b8e","C-933","cita_en_segmento","REVISADA"
"TC-00734","prosa","docs/secciones/009-08-8-ecologia-y-trofismo.md","L217","n/a","*Ichthyophonus*, *Abeoforma*, *Pirum*, *Entamoeba*, *Pelomyxa* y *Mastigamoeba* no constituyen una categoría ecológica única: incluyen patógenos, aislados de relación incierta con invertebrados, fagótrofos parasíticos y amebas anaerobias libres o endosimbióticas. [C-969; C-934–C-936; C-952, C-954–C-955; S468–S471; S475]","82386555c6f577062ba4fc069b0a056890ea6bad6bb95987da9fe8bcd918cd55","C-934; C-935; C-936; C-954; C-955; C-969; C-952","cita_en_segmento","REVISADA"
"TC-00735","prosa","docs/secciones/009-08-8-ecologia-y-trofismo.md","L219","n/a","Opisthokonta contiene coanoflagelados bacterívoros, holozoos depredadores de eucariotas, asociaciones mutualistas externas y holomicetos parásitos en ramas distintas. [C-971] La observación de esa diversidad no reconstruye por sí sola los estados ancestrales. [C-971; S200 introducción; S129 resumen; S210 resumen; S214 discusión]","ab5670720739c07e1657057c9573f965f6acbfd79363448c833150f877923bfd","C-971","cita_en_segmento","REVISADA"
"TC-00736","prosa","docs/secciones/010-09-9-asociacion-el-catalogo-de-desenlaces.md","L5","n/a","Una endosimbiosis se define por la localización de un organismo dentro de otro y no por que la interacción sea beneficiosa para ambos. [C-972; S230 tesis general; S240 introducción; glosa]","7455ff26ea23ad049800a9a5aeb17ff2efe3e437f728bd50aada9b000e8689af","C-972","cita_en_segmento","REVISADA"
"TC-00737","prosa","docs/secciones/010-09-9-asociacion-el-catalogo-de-desenlaces.md","L7","n/a","Simbiosis incluye mutualismo, comensalismo y parasitismo en su uso biológico amplio. [C-973; S230 tesis general; S267 introducción; glosa]","b3b4235885bb09cbe27622245f5829f3f8d0bb9932a47812a3f2faf03ced8160","C-973","cita_en_segmento","REVISADA"
"TC-00738","prosa","docs/secciones/010-09-9-asociacion-el-catalogo-de-desenlaces.md","L9","n/a","Transmisión vertical designa el paso del socio a la descendencia del hospedador. [C-974; S229 p. 3, sección “Modes and routes of symbiont transmission”; expresa]","0898556b6b794fbd196b42b5cee86e6bcf25aa0b85f73c8423e0ef8ee9a5c558","C-974","cita_en_segmento","REVISADA"
"TC-00739","prosa","docs/secciones/010-09-9-asociacion-el-catalogo-de-desenlaces.md","L11","n/a","Transmisión horizontal designa la adquisición del socio desde otros hospedadores o desde el ambiente. [C-975; S229 p. 3, sección “Modes and routes of symbiont transmission”; S268 introducción; glosa]","2a371bf3d89f1ee701a3b811224211146261537abbe05e3b986f5a3a3eec2470","C-975","cita_en_segmento","REVISADA"
"TC-00740","prosa","docs/secciones/010-09-9-asociacion-el-catalogo-de-desenlaces.md","L13","n/a","En este corpus, transferencia génica endosimbiótica designa el movimiento de ADN desde un endosimbionte u orgánulo hacia el genoma del hospedador. [C-976; n/a; glosa]","f7e68a171f3a95d1e857b5dbe97d44a31d1eabcf4adf4ee237cb6ba5652bd4a3","C-976","cita_en_segmento","REVISADA"
"TC-00741","prosa","docs/secciones/010-09-9-asociacion-el-catalogo-de-desenlaces.md","L15","n/a","La transferencia génica horizontal no exige que el donante sea un endosimbionte estable. [C-977; S291 introducción; S293 tesis general; sintesis(C-976)]","645136940cb626f2e163e6e76d411f48b3db918b2defc5bcbad1676ac80cec08","C-977; C-976","cita_en_segmento","REVISADA"
"TC-00742","prosa","docs/secciones/010-09-9-asociacion-el-catalogo-de-desenlaces.md","L17","n/a","La transmisión vertical, la transmisión horizontal y la transferencia génica endosimbiótica son dimensiones separables de una asociación. [C-978; sintesis(C-974, C-975, C-976)]","eddbc099cf1c106e0ac86c28044009a1333a4370b0400839708b719fc1e2100f","C-978; C-974; C-975; C-976","cita_en_segmento","REVISADA"
"TC-00743","prosa","docs/secciones/010-09-9-asociacion-el-catalogo-de-desenlaces.md","L19","n/a","La dependencia, la reducción genómica y la importación proteica no se agrupan en esa fila: permanecen registradas como resultados separados. [C-989; C-1050; C-1088; C-1119; C-1165]","82cd5a6fa5ce879658d0fb33c8bd93fd54b84670bf61ec61076a4fba170eb97e","C-989; C-1050; C-1088; C-1119; C-1165","cita_en_segmento","REVISADA"
"TC-00744","prosa","docs/secciones/010-09-9-asociacion-el-catalogo-de-desenlaces.md","L21","n/a","No existe un único umbral universalmente aceptado que transforme toda endosimbiosis en orgánulo. [C-979; S242 discusión; S246 discusión; S282 revisión; glosa]","e89b3ac28b5ec55a00a25a2228040ab7b1a2afa932cd151f98a4a68baea0de9d","C-979","cita_en_segmento","REVISADA"
"TC-00745","prosa","docs/secciones/010-09-9-asociacion-el-catalogo-de-desenlaces.md","L23","n/a","La tipología de esta sección ordena desenlaces observados sin tratarlos como una secuencia obligatoria. [C-980; n/a; glosa]","460abbc68898c0023baeab0ef2031a19d33db9a62d9026c3ee27dbb37a22913a","C-980","cita_en_segmento","REVISADA"
"TC-00746","prosa","docs/secciones/010-09-9-asociacion-el-catalogo-de-desenlaces.md","L27","n/a","El contacto sin consecuencia detectable es un desenlace operacional acotado al rasgo, ensayo y condiciones evaluados: un nulo no demuestra ausencia universal de efecto. [C-981; glosa]","bfad4137652d4ac437460250cabdaf9c940b851b7949d39b9b9cc0f767bd165b","C-981","cita_en_segmento","REVISADA"
"TC-00747","prosa","docs/secciones/010-09-9-asociacion-el-catalogo-de-desenlaces.md","L29","n/a","En el panel de Alegado y colaboradores, las cepas no pertenecientes a Bacteroidetes que fueron ensayadas no indujeron rosetas de *Salpingoeca rosetta*, mientras 15 cepas de *Algoriphagus* y seis Bacteroidetes adicionales sí lo hicieron. [C-982] El nulo se limita al extremo «inducción de rosetas» y no excluye consumo, señalización u otros efectos. [C-982; S201 resultados; fig. 1 y suplemento; glosa]","ad5356d000dbe092d4517e107a369426ac9c2d30f3360244c04fb6b0129365b0","C-982","cita_en_segmento","REVISADA"
"TC-00748","prosa","docs/secciones/010-09-9-asociacion-el-catalogo-de-desenlaces.md","L31","n/a","Lenisia limosa fagocita bacterias del género Alteromonas. [C-983; S210 fig. 1 y microscopía; expresa]","41a5458a4941eb28754cfa9c8d2159cfa669494619c12540d488e9e014da20be","C-983","cita_en_segmento","REVISADA"
"TC-00749","prosa","docs/secciones/010-09-9-asociacion-el-catalogo-de-desenlaces.md","L33","n/a","Microsporidia son parásitos intracelulares obligados de otros eucariotas. [C-984; S269 resumen; expresa]","e90cfee8ae2f4ab2768dd46ee3365d3da219f86eb08c7eed21ff38107cb20bf1","C-984","cita_en_segmento","REVISADA"
"TC-00750","prosa","docs/secciones/010-09-9-asociacion-el-catalogo-de-desenlaces.md","L35","n/a","Hatena arenicola adquiere temporalmente una célula de Nephroselmis por ingestión. [C-985; S249 resultados; S250 resultados; expresa]","32d92fea9a926b4df3238ad14d37016ae6c5e544c6be290b449757baa8c906cc","C-985","cita_en_segmento","REVISADA"
"TC-00751","prosa","docs/secciones/010-09-9-asociacion-el-catalogo-de-desenlaces.md","L37","n/a","La asociación Lenisia limosa–Arcobacter se mantiene en cultivo pero no tiene transmisión vertical demostrada. [C-986; S210 resultados; S225 resultados; sintesis(C-974, C-975)]","a235e3a5157fc29f2d9cad60b2ee24234006df29a7561630b59bd7fb6914ea49","C-986; C-974; C-975","cita_en_segmento","REVISADA"
"TC-00752","prosa","docs/secciones/010-09-9-asociacion-el-catalogo-de-desenlaces.md","L39","n/a","Algunos metanógenos de ciliados anaerobios persisten durante división celular y estadios de quiste. [C-987; S236 resultados; glosa]","282164d266ebd9f122ced878da3370683d6f3e7195663b7105134cc053d479bc","C-987","cita_en_segmento","REVISADA"
"TC-00753","prosa","docs/secciones/010-09-9-asociacion-el-catalogo-de-desenlaces.md","L41","n/a","Buchnera aphidicola y los áfidos mantienen una dependencia nutricional obligada. [C-988; S266 tesis general; glosa]","85846972ab5516413938cea49ccb48114d9ec1bf4caf4d9611477e5cf22de42b","C-988","cita_en_segmento","REVISADA"
"TC-00754","prosa","docs/secciones/010-09-9-asociacion-el-catalogo-de-desenlaces.md","L43","n/a","Paulinella chromatophora posee genes de origen cromatofórico en el núcleo y dirige proteínas de vuelta al cromatóforo. [C-989; S243 resultados; S244 resultados; expresa]","c55f9ee4321f31fce87e79324b7fb20ed070918faf914b09852876cfbc2192f4","C-989","cita_en_segmento","REVISADA"
"TC-00755","prosa","docs/secciones/010-09-9-asociacion-el-catalogo-de-desenlaces.md","L45","n/a","Los nucleomorfos son núcleos reducidos de algas incorporadas por endosimbiosis secundaria. [C-990; S258 introducción; S259 resumen; expresa]","579829e2709286853062b57ceb07712211bacc89cacb9b597ac23d7cbfe686a3","C-990","cita_en_segmento","REVISADA"
"TC-00756","prosa","docs/secciones/010-09-9-asociacion-el-catalogo-de-desenlaces.md","L47","n/a","Monocercomonoides exilis perdió por completo el orgánulo derivado de la mitocondria. [C-991; S275 resumen; S276 resultados; glosa]","6406d82485b8df88ab3f1f4900198179e9a64039b49dc5f90d08c754c2c821f8","C-991","cita_en_segmento","REVISADA"
"TC-00757","prosa","docs/secciones/010-09-9-asociacion-el-catalogo-de-desenlaces.md","L49","n/a","No se localizó un caso inequívoco en que el mismo endosimbionte obligado y genómicamente reducido recuperara una existencia libre autónoma. [C-992] Pérdida, reemplazo, extinción o cultivo transitorio del socio no demuestran esa reversión. [C-992; BN-038; S510; S520; S521; glosa]","430cef57f8b8cc1810489f9b44924646bf494104434e64bb5c10f0c6640b2974","C-992","cita_en_segmento","REVISADA"
"TC-00758","prosa","docs/secciones/010-09-9-asociacion-el-catalogo-de-desenlaces.md","L57","n/a","Lenisia limosa es un breviado anaerobio cultivado con epibiontes de Arcobacter. [C-993; S210 resumen y resultados; expresa]","fc0aa6880bb17009d5a42896003ae121670262312d894ffcdd532663c50b152b","C-993","cita_en_segmento","REVISADA"
"TC-00759","prosa","docs/secciones/010-09-9-asociacion-el-catalogo-de-desenlaces.md","L59","n/a","Microscopía electrónica mostró células de Arcobacter conectadas a Lenisia limosa por estructuras semejantes a pili. [C-994; S210 fig. 1 y microscopía; expresa]","6c37325c7e0ee72642cdaff06d06fd0e20d519d6f5ae72a87c7ab26bfb13c2e7","C-994","cita_en_segmento","REVISADA"
"TC-00760","prosa","docs/secciones/010-09-9-asociacion-el-catalogo-de-desenlaces.md","L61","n/a","Hamann y colaboradores interpretaron la asociación como intercambio de hidrógeno desde Lenisia hacia Arcobacter. [C-995; S210 resumen; resultados metabólicos; glosa]","a0f5fa93e1364753a76606dc9eadf77579259ceb3dc3292231e7c14213881b69","C-995","cita_en_segmento","REVISADA"
"TC-00761","prosa","docs/secciones/010-09-9-asociacion-el-catalogo-de-desenlaces.md","L63","n/a","Una hidrogenasa aceptora de NAD(P)H de Lenisia se expresó solamente en presencia de Arcobacter en los experimentos publicados. [C-996; S210 resultados transcriptómicos; glosa]","c72f8bb5933f494b80ffc5d0e89d6505c5cd8feb9b28423f8ff5d10aa864d78d","C-996","cita_en_segmento","REVISADA"
"TC-00762","prosa","docs/secciones/010-09-9-asociacion-el-catalogo-de-desenlaces.md","L65","n/a","La ruta fermentativa asociada con Arcobacter fue calculada por los autores como capaz de producir el doble de ATP que la ruta alternativa comparada. [C-997; S210 discusión metabólica; glosa]","77f811a957025e2e392ebc337aa34939e9893cf071c1298b72489efb732f508b","C-997","cita_en_segmento","REVISADA"
"TC-00763","prosa","docs/secciones/010-09-9-asociacion-el-catalogo-de-desenlaces.md","L67","n/a","Arcobacter puede usar óxido nitroso como aceptor de electrones en el sistema experimental. [C-998; S210 resultados; expresa]","b22d85098d91d0967e4a79e5ae25449ae975aa87efc6fd4a32ba43de9d4a596d","C-998","cita_en_segmento","REVISADA"
"TC-00764","prosa","docs/secciones/010-09-9-asociacion-el-catalogo-de-desenlaces.md","L69","n/a","La inhibición del metabolismo de N₂O redujo el crecimiento y la respiración del protista en el sistema experimental. [C-999; S210 resultados; expresa]","ca4a4253b1fa23cf4ea92866f6fbb3fd4ac89f9f10f94653d7872eb0debe6bd3","C-999","cita_en_segmento","REVISADA"
"TC-00765","prosa","docs/secciones/010-09-9-asociacion-el-catalogo-de-desenlaces.md","L71","n/a","Proteínas de Arcobacter anotadas como factores de virulencia bacteriana pueden participar en una asociación mutualista en Lenisia. [C-1000; S210 discusión; glosa]","48c8e16fef7bcf2bdd9e23b73283c5472604e55682ff2123e1d9c3636f466e05","C-1000","cita_en_segmento","REVISADA"
"TC-00766","prosa","docs/secciones/010-09-9-asociacion-el-catalogo-de-desenlaces.md","L73","n/a","En microcosmos de breviados, el crecimiento se asoció con funciones metabólicas del microbioma más que con una única identidad bacteriana. [C-1001; S225 resumen y resultados; expresa]","266aa430bf4e635f32e0c4a3e0a7e54ff8a273e9c7bdb279d86d34bceec7a626","C-1001","cita_en_segmento","REVISADA"
"TC-00767","prosa","docs/secciones/010-09-9-asociacion-el-catalogo-de-desenlaces.md","L75","n/a","Arcobacteraceae, Desulfovibrionaceae y Terasakiella fueron identificados como candidatos funcionales en distintos microcosmos de breviados. [C-1002; S225 resultados; glosa]","df48c8d20b3d61c75fca0ce846d1d95dd94cd14f25eb11bccd3d3669a6271640","C-1002","cita_en_segmento","REVISADA"
"TC-00768","prosa","docs/secciones/010-09-9-asociacion-el-catalogo-de-desenlaces.md","L77","n/a","Los intentos de mantener axénicos a los breviados estudiados no tuvieron éxito. [C-1003; S225 métodos y discusión; glosa]","8316bbfe9d8f02ea46fd74545b3b5b4577d879eb00f2ec087fda191ce030644c","C-1003","cita_en_segmento","REVISADA"
"TC-00769","prosa","docs/secciones/010-09-9-asociacion-el-catalogo-de-desenlaces.md","L79","n/a","El estudio de microcosmos no detectó una señal significativa de codiversificación entre cada breviado y una bacteria concreta. [C-1004; S225 discusión; glosa]","46e4a68d34e8ae0348fce465fba92fea80ec46038fb9548c9f6610e8cf087633","C-1004","cita_en_segmento","REVISADA"
"TC-00770","prosa","docs/secciones/010-09-9-asociacion-el-catalogo-de-desenlaces.md","L81","n/a","El sistema Lenisia–Arcobacter ilustra una asociación externa basada en eliminación de productos reductores. [C-1005; S210; S225; sintesis(C-995, C-996, C-997, C-1001)]","9fa70fb5264f5c2020325743998d71bdf1667d427a12953a961c8c1458b8efb8","C-1005; C-995; C-996; C-997; C-1001","cita_en_segmento","REVISADA"
"TC-00771","prosa","docs/secciones/010-09-9-asociacion-el-catalogo-de-desenlaces.md","L83","n/a","Lenisia–Arcobacter no constituye una observación de la asociación que originó la mitocondria. [C-1006; n/a; síntesis de C-993–C-1005; glosa]","53d5204c92ebeb8c3caedde5d633e4b0a93ba7add7889b03078c6d34d920f196","C-993; C-994; C-995; C-996; C-997; C-998; C-999; C-1000; C-1001; C-1002; C-1003; C-1004; C-1005; C-1006","cita_en_segmento","REVISADA"
"TC-00772","prosa","docs/secciones/010-09-9-asociacion-el-catalogo-de-desenlaces.md","L85","n/a","Consorcios de arqueas metanotróficas anaerobias y bacterias reductoras de sulfato ocupan zonas de transición metano–sulfato. [C-1007; S226 introducción; expresa]","5040f1a0336be15d30669ee3224ea7123a04cb26f0970a92a83c6f2bbdd85b8c","C-1007","cita_en_segmento","REVISADA"
"TC-00773","prosa","docs/secciones/010-09-9-asociacion-el-catalogo-de-desenlaces.md","L87","n/a","Wegener y colaboradores estudiaron consorcios termófilos ANME-1–HotSeep-1 a 60 °C. [C-1008; S226 métodos y resultados; expresa]","f7eef49b9f1ad5730e304afcf37b53128514d52fd2cfafd8d9d2ada347d95bb7","C-1008","cita_en_segmento","REVISADA"
"TC-00774","prosa","docs/secciones/010-09-9-asociacion-el-catalogo-de-desenlaces.md","L89","n/a","La adición de H₂ reprimió la oxidación de metano en el consorcio termófilo estudiado. [C-1009; S226 resultados; expresa]","858d96dc3721aec502d39d8857d7993ac4a621c9a3f1711d3b57bfd0507b1320","C-1009","cita_en_segmento","REVISADA"
"TC-00775","prosa","docs/secciones/010-09-9-asociacion-el-catalogo-de-desenlaces.md","L91","n/a","Citocromos multihemo, estructuras tipo pili y conexiones entre células apoyaron transferencia directa de electrones entre ANME y SRB. [C-1010; S226 resultados y discusión; glosa]","10c8431a101fb3b6570f851a917230a0b6793d86ee4ad81d6b951662e9e40978","C-1010","cita_en_segmento","REVISADA"
"TC-00776","prosa","docs/secciones/010-09-9-asociacion-el-catalogo-de-desenlaces.md","L93","n/a","Aceptores artificiales solubles permitieron oxidación de metano por ANME sin reducción simultánea de sulfato por el socio bacteriano. [C-1011; S227 resumen y resultados; glosa]","b4570cace8fbb8aaeb5a7fa07573cab3a48979631b19277c53336c97cff5fd4f","C-1011","cita_en_segmento","REVISADA"
"TC-00777","prosa","docs/secciones/010-09-9-asociacion-el-catalogo-de-desenlaces.md","L95","n/a","La dependencia ecológica de un consorcio ANME–SRB no implica incapacidad catabólica absoluta de ANME para transferir electrones a otros aceptores. [C-1012; S226; S227; sintesis(C-1010, C-1011)]","445f99a4bfa1d4dda082ebb190aff945acefe9ba60a3adf26c572ab272a6981f","C-1012; C-1010; C-1011","cita_en_segmento","REVISADA"
"TC-00778","prosa","docs/secciones/010-09-9-asociacion-el-catalogo-de-desenlaces.md","L97","n/a","Los consorcios ANME–SRB ilustran que una asociación puede ser estable sin endocitosis ni transmisión hereditaria conjunta. [C-1013; S226; S227; sintesis(C-1008, C-1012)]","fa04ea5e9bab656f2d6e1a4b4261120828b8083dc3f2f8fb1046546610597d91","C-1013; C-1008; C-1012","cita_en_segmento","REVISADA"
