"clave","autores","año","título","publicación o repositorio","DOI en forma https://doi.org/10.xxxx/... o URL resoluble si no hay DOI","tipo","notas de calidad","fecha de consulta"
"S124","Adl et al.","2012","The Revised Classification of Eukaryotes","Journal of Eukaryotic Microbiology","https://doi.org/10.1111/j.1550-7408.2012.00644.x","revisión","Formaliza Amorphea mediante definición de nodo y reemplaza Unikonta en la clasificación adoptada. Introduce Amorphea en la clasificación ISP y documenta cambios respecto de Unikonta. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 2 afirmaciones; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-07"
"S125","Cavalier-Smith","2013","Early evolution of eukaryote feeding modes, cell structural diversity, and classification of the protozoan phyla Loukozoa, Sulcozoa, and Choanozoa","European Journal of Protistology","https://doi.org/10.1016/j.ejop.2012.06.001","revisión","Propone Sulcozoa, Varisulca y una Choanozoa histórica; varias agrupaciones son parafiléticas por diseño. Circunscribe Sulcozoa, Varisulca y una Choanozoa histórica; admite grupos parafiléticos. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 4 afirmaciones; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-07"
"S126","Liu et al.","2024","A taxon-rich and genome-scale phylogeny of Opisthokonta","PLOS Biology","https://doi.org/10.1371/journal.pbio.3002794","investigación primaria","348 taxones, tres matrices, 18 árboles, concordancia y reloj relajado; las relaciones de Holozoa unicelular permanecen conflictivas. Usa Pluriformea/Corallochytrea de modo operacional en matrices; no establece sinonimia nomenclatural plena. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 34 afirmaciones; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-07"
"S127","Ocaña-Pallarès et al.","2022","Divergent genomic trajectories predate the origin of animals and fungi","Nature","https://doi.org/10.1038/s41586-022-05110-4","investigación primaria","Secuencia y compara cuatro genomas de protistas opistocontos; las figuras de datos extendidos publican tamaño, número de genes y métricas de intrones de Ministeria vibrans. Las inferencias ancestrales dependen de anotación y árbol. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 1 afirmación; la condición se calcula por afirmación y no significa que la fuente se use una sola vez. [USO EN UNA SOLA C] C-1564.","2026-08-08"
"S128","Torruella et al.","2015","Phylogenomics reveals convergent evolution of lifestyles in close relatives of animals and fungi","Current Biology","https://doi.org/10.1016/j.cub.2015.07.053","investigación primaria","93 genes y 83 taxones; propuso Teretosporea y documentó convergencias ecológicas.","2026-08-07"
"S129","Hehenberger, E. et al.","2017","Novel Predators Reshape Holozoan Phylogeny and Reveal the Presence of a Two-Component Signaling System in the Ancestor of Animals","Current Biology 27","https://doi.org/10.1016/j.cub.2017.06.006","investigación primaria","255 genes, 81.495 posiciones y 38 taxones; propone Pluriformea y ubica Pigoraptor. Morfología y transcriptomas de Pigoraptor y Syssomonas; posiciones sensibles al muestreo. Propone Pluriformea para Syssomonas+Corallochytrium en su muestreo. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 10 afirmaciones; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-07"
"S130","Shalchian-Tabrizi et al.","2008","Multigene Phylogeny of Choanozoa and the Origin of Animals","PLOS ONE","https://doi.org/10.1371/journal.pone.0002098","investigación primaria","78 proteínas, 30 taxones y 17.482 aminoácidos; circunscripción histórica de Choanozoa más amplia que la moderna. Propone Filozoa y usa una Choanozoa más amplia que la circunscripción moderna estricta. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 8 afirmaciones; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-07"
"S131","Tikhonenkov, D. V. et al.","2020","New lineage of microbial predators adds complexity to reconstructing the evolutionary origin of animals","Current Biology 30","https://doi.org/10.1016/j.cub.2020.08.061","investigación primaria","Describe Tunicaraptor y muestra sensibilidad de la topología holozoa. Descripción de Tunicaraptor; posición filogenética no estable. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 2 afirmaciones; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-07"
"S132","Tikhonenkov, D. V. et al.","2020","Insights into the origin of metazoan multicellularity from predatory unicellular relatives of animals","BMC Biology 18:39","https://doi.org/10.1186/s12915-020-0762-1","investigación primaria","Ciclos de Syssomonas y Pigoraptor; morfología no equivale a diagnóstico del nodo completo. Título corregido durante la integración conforme al registro del DOI. Cultivos y microscopía; describe alimentación conjunta, agregación y fusión parcial. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 3 afirmaciones; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-07"
"S133","Shabardina, V.; Dharamshi, J. E.; Ara, P. S.; Antó, M.; Bascón, F. J.; Suga, H.; Marshall, W.; Scazzocchio, C.; Casacuberta, E.; Ruiz-Trillo, I.","2024","Ichthyosporea: a window into the origin of animals","Communications Biology 7:915","https://doi.org/10.1038/s42003-024-06608-5","revisión","Síntesis reciente de diversidad, ecología, ciclos vitales y genómica; declara que la existencia de meiosis en Ichthyosporea sigue sin estar clara. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 3 afirmaciones; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-08"
"S134","Brunet y King","2017","The Origin of Animal Multicellularity and Cell Differentiation","Developmental Cell","https://doi.org/10.1016/j.devcel.2017.09.016","revisión","Redefine Choanozoa para Choanoflagellata+Metazoa y discute el complejo de collar; síntesis secundaria. Usa Choanozoa sensu stricto para Choanoflagellata+Metazoa y discute Apoikozoa. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 3 afirmaciones; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-07"
"S135","Budd y Jensen","2017","The origin of the animals and a “Savannah” hypothesis for early bilaterian evolution","Biological Reviews","https://doi.org/10.1111/brv.12239","revisión","Erecta Apoikozoa para Metazoa+Choanoflagellata; la motivación colonial no es una sinapomorfía demostrada. Propone Apoikozoa y discute uso operacional de grupos corona, tallo y total. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 3 afirmaciones; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-07"
"S136","Carr et al.","2008","Molecular phylogeny of choanoflagellates, the sister group to Metazoa","Proceedings of the National Academy of Sciences USA","https://doi.org/10.1073/pnas.0801667105","investigación primaria","Muestreo molecular de coanoflagelados y relación hermana con Metazoa.","2026-08-07"
"S137","Burki et al.","2020","The New Tree of Eukaryotes","Trends in Ecology & Evolution","https://doi.org/10.1016/j.tree.2019.08.008","revisión","Síntesis de supergrupos y relaciones profundas; no reemplaza análisis primarios. Síntesis moderna que no conserva Excavata y Chromalveolata como clados unitarios aceptados. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 2 afirmaciones; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-07"
"S138","Roger y Simpson","2009","Evolution: revisiting the root of the eukaryote tree","Current Biology","https://doi.org/10.1016/j.cub.2008.12.032","revisión","Evalúa raíces y caracteres históricos; síntesis secundaria.","2026-08-07"
"S139","Parfrey, L. W. et al.","2011","Estimating the timing of early eukaryotic diversification with multigene molecular clocks","Proceedings of the National Academy of Sciences 108:13624–13629","https://doi.org/10.1073/pnas.1110633108","investigación primaria","Reloj multigénico con muestreo microbiano; edades dependientes de calibraciones. Relojes multigénicos con calibraciones fósiles; intervalos sensibles a calibraciones. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 2 afirmaciones; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-07"
"S140","Strassert, J. F. H. et al.","2021","A molecular timescale for eukaryote evolution with implications for the origin of red algal-derived plastids","Nature Communications 12:1879","https://doi.org/10.1038/s41467-021-22044-z","investigación primaria","Relojes relajados, calibraciones y raíces alternativas; edades antiguas para LECA. Amplio muestreo y múltiples modelos; artículo corregido, corrección no altera la tesis temporal principal. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 3 afirmaciones; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-07"
"S141","Eme, L. et al.","2014","On the age of eukaryotes: evaluating evidence from fossils and molecular clocks","Cold Spring Harbor Perspectives in Biology 6:a016139","https://doi.org/10.1101/cshperspect.a016139","revisión","Síntesis del desacuerdo entre fósiles y relojes; no proporciona una edad de consenso. Incluye análisis propios y síntesis; expone sensibilidad a priors y calibraciones. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 7 afirmaciones; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-07"
"S142","Douzery, E. J. P. et al.","2004","The timing of eukaryotic evolution: does a relaxed molecular clock reconcile proteins and fossils?","Proceedings of the National Academy of Sciences 101:15386–15391","https://doi.org/10.1073/pnas.0403984101","investigación primaria","Reloj relajado y seis calibraciones; estima la divergencia animal–coanoflagelado. DOI corregido durante la integración: 10.1073/pnas.0403984101. Reloj relajado bayesiano con seis calibraciones; muestreo y calibraciones hoy limitados. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 7 afirmaciones; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-07"
"S143","Merényi et al.","2023","Genomes of fungi and relatives reveal delayed loss of ancestral gene families and evolution of key fungal traits","Nature Ecology & Evolution","https://doi.org/10.1038/s41559-023-02095-9","investigación primaria","Genomas de Holomycota y reconstrucción de contenido génico; topología depende de muestreo. [METADATOS CORREGIDOS 2026-08-08] Título oficial normalizado contra Crossref.","2026-08-08"
"S144","Torruella et al.","2012","Phylogenetic relationships within the Opisthokonta based on phylogenomic analyses of conserved single-copy protein domains","Molecular Biology and Evolution","https://doi.org/10.1093/molbev/msr185","investigación primaria","Filogenómica de dominios conservados; antecedente de relaciones de Opisthokonta.","2026-08-07"
"S145","Cavalier-Smith et al.","2014","Multigene eukaryote phylogeny reveals the likely protozoan ancestors of opisthokonts (animals, fungi, choanozoans) and Amoebozoa","Molecular Phylogenetics and Evolution","https://doi.org/10.1016/j.ympev.2014.08.012","investigación primaria","Propone Podiata y relaciones de protistas; circunscripción no coincide necesariamente con usos posteriores. [METADATOS CORREGIDOS 2026-08-08] Título oficial completo normalizado contra Crossref. [USO EN UNA SOLA C] C-501.","2026-08-08"
"S146","Wainright et al.","1993","Monophyletic origins of the Metazoa: an evolutionary link with fungi","Science","https://doi.org/10.1126/science.8469985","investigación primaria","rRNA y reconocimiento temprano de Opisthokonta; muestreo histórico limitado. DOI corregido durante la integración conforme al registro de Science y PubMed. Apoyo molecular histórico al conjunto animal-hongo y contexto de Opisthokonta. DOI corregido durante la integración conforme al registro de Science y PubMed. [USO EN UNA SOLA C] C-1755.","2026-08-07"
"S147","King, N. et al.","2008","The genome of the choanoflagellate Monosiga brevicollis and the origin of metazoans","Nature 451:783–788","https://doi.org/10.1038/nature06617","investigación primaria","Genoma de un coanoflagelado; no sustituye una filogenia taxonómicamente amplia. Genoma y anotación comparada; ecología alimentaria procede de cultivo y literatura asociada. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 7 afirmaciones; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-07"
"S150","Javaux, E. J. y Knoll, A. H.","2017","Micropaleontology of the lower Mesoproterozoic Roper Group, Australia, and implications for early eukaryotic evolution","Journal of Paleontology 91:199–229","https://doi.org/10.1017/jpa.2016.124","investigación primaria","Revisión sistemática de material y contexto estratigráfico del Grupo Roper; combina observaciones nuevas y síntesis. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 3 afirmaciones; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-07"
"S151","Javaux, E. J.; Knoll, A. H.; Walter, M. R.","2004","TEM evidence for eukaryotic diversity in mid-Proterozoic oceans","Geobiology 2:121–132","https://doi.org/10.1111/j.1472-4677.2004.00027.x","investigación primaria","Microscopía electrónica de transmisión y análisis de pared; asignaciones dependen de criterios ultraestructurales. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 1 afirmación; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-07"
"S152","Knoll, A. H. et al.","2006","Eukaryotic organisms in Proterozoic oceans","Philosophical Transactions of the Royal Society B 361:1023–1038","https://doi.org/10.1098/rstb.2006.1843","revisión","Síntesis secundaria ampliamente citada; útil para criterios diagnósticos y límites del registro. [PASAJE VERIFICADO 2026-08-08] Fig. 1 reúne la diversidad fósil paleoproterozoica tardía–mesoproterozoica e identifica, entre otros, Tappania plana, Valeria lophostriata, Dictyosphaera y Shuiyousphaeridium, con procesos, estriaciones y organización compleja de pared; la discusión de diversificación advierte que morfología eucariota no resuelve automáticamente una afinidad de nivel bajo ni posición corona–tallo. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 3 afirmaciones; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-08"
"S153","Adam, Z. R. et al.","2017","A Laurentian record of the earliest fossil eukaryotes","Geology 45:387–390","https://doi.org/10.1130/G38749.1","investigación primaria","Material de la Formación Greyson; asignación eucariota basada en morfología y comparación. [USO EN UNA SOLA C] C-701.","2026-08-07"
"S154","Miao, L. et al.","2024","1.63-billion-year-old multicellular eukaryotes from the Chuanlinggou Formation in North China","Science Advances 10:eadk3208","https://doi.org/10.1126/sciadv.adk3208","investigación primaria","Fósiles filamentosos y geocronología publicada; afinidad intragrupal eucariota no resuelta. [PASAJE VERIFICADO 2026-08-08] Results, descripción morfológica de una población de 278 microfósiles: 262 mediciones de diámetro transversal dan 20–194 µm, media 73 µm y desviación estándar 29 µm; fig. 4B,F muestra distribución y frecuencias. Methods §Measurement of fossils especifica medición sobre fotomicrografías escaladas con TPSDIGW32 y exclusión de especímenes muy plegados. La introducción atribuye el máximo histórico de 250 µm al material tipo de Yan (1989), por lo que no se usa como máximo de la muestra nueva. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 3 afirmaciones; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-08"
"S155","Han, T.-M. y Runnegar, B.","1992","Megascopic eukaryotic algae from the 2.1-billion-year-old Negaunee Iron-Formation, Michigan","Science 257:232–235","https://doi.org/10.1126/science.1631544","investigación primaria","Interpretación histórica de Grypania; la afinidad eucariota continúa discutida. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 1 afirmación; la condición se calcula por afirmación y no significa que la fuente se use una sola vez. [USO EN UNA SOLA C] C-708.","2026-08-07"
"S156","Bengtson, S. et al.","2017","Three-dimensional preservation of cellular and subcellular structures suggests 1.6 billion-year-old crown-group red algae","PLOS Biology 15:e2000735","https://doi.org/10.1371/journal.pbio.2000735","investigación primaria","Reconstrucción tomográfica; atribución a Rhodophyta corona discutida. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 2 afirmaciones; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-07"
"S157","Porter, S. M.; Meisterfeld, R.; Knoll, A. H.","2003","Vase-shaped microfossils from the Neoproterozoic Chuar Group, Grand Canyon: A classification guided by modern testate amoebae","Journal of Paleontology 77:409–429","https://doi.org/10.1666/0022-3360(2003)077%3C0409:VMFTNC%3E2.0.CO;2","investigación primaria","Clasificación comparativa de VSM; afinidad con amebas testadas inferida por morfología. Identificador normalizado contra Crossref, PubMed o el registro editorial durante la auditoría integral. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 1 afirmación; la condición se calcula por afirmación y no significa que la fuente se use una sola vez. [USO EN UNA SOLA C] C-713.","2026-08-08"
"S158","Porter, S. M.","2016","Tiny vampires in ancient seas: evidence for predation via perforation in fossils from the 780–740 million-year-old Chuar Group, Grand Canyon, USA","Proceedings of the Royal Society B 283:20160221","https://doi.org/10.1098/rspb.2016.0221","investigación primaria","Estudio directo de perforaciones; identidad del perforador no determinada. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 8 afirmaciones; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-07"
"S159","Butterfield, N. J.","2000","Bangiomorpha pubescens n. gen., n. sp.: implications for the evolution of sex, multicellularity, and the Mesoproterozoic/Neoproterozoic radiation of eukaryotes","Paleobiology 26:386–404","https://doi.org/10.1666/0094-8373(2000)026%3C0386:BPNGNS%3E2.0.CO;2","investigación primaria","Interpretación morfológica de diferenciación reproductiva; meiosis no observada; registros duplicados consolidados: S159, S372. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 5 afirmaciones; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-08"
"S160","Gibson, T. M. et al.","2018","Precise age of Bangiomorpha pubescens dates the origin of eukaryotic photosynthesis","Geology 46:135–138","https://doi.org/10.1130/g39829.1","investigación primaria","Geocronología radiométrica de la sucesión portadora; calibración depende de la asignación taxonómica. Datación Re–Os que fija la primera aparición en 1.047 +0.013/−0.017 Ga. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 2 afirmaciones; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-08"
"S161","Loron, C. C. et al.","2019","Early fungi from the Proterozoic era in Arctic Canada","Nature 570:232–235","https://doi.org/10.1038/s41586-019-1217-0","investigación primaria","Morfología, ultraestructura y espectroscopía; afinidad fúngica propuesta, no universalmente aceptada. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 2 afirmaciones; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-07"
"S162","Strother, P. K. et al.","2021","A possible billion-year-old holozoan with differentiated multicellularity","Current Biology 31:2658–2665.e2","https://doi.org/10.1016/j.cub.2021.03.051","investigación primaria","Título y conclusiones expresan posibilidad; los autores no excluyen por completo paredes flexibles. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 4 afirmaciones; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-07"
"S163","Huldtgren, T. et al.","2011","Fossilized nuclei and germination structures identify Ediacaran ‘animal embryos’ as encysting protists","Science 334:1696–1699","https://doi.org/10.1126/science.1209537","investigación primaria","Tomografía de rayos X; reinterpretación controvertida de fósiles de Weng’an. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 1 afirmación; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-07"
"S164","Yin, Z. et al.","2019","The Early Ediacaran Caveasphaera Foreshadows the Evolutionary Origin of Animal-like Embryology","Current Biology 29:4307–4314.e2","https://doi.org/10.1016/j.cub.2019.10.057","investigación primaria","Reconstrucción de series de desarrollo; afinidad exacta no resuelta. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 2 afirmaciones; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-07"
"S165","Yin, Z. et al.","2020","Developmental biology of Helicoforamina reveals holozoan affinity, cryptic diversity, and adaptation to heterogeneous environments in the early Ediacaran Weng’an biota (Doushantuo Formation, South China)","Science Advances","https://doi.org/10.1126/sciadv.abb0083","investigación primaria","Tomografía y series ontogenéticas; posición dentro de Holozoa permanece indeterminada. Contenedor y título completo verificados en el registro DOI oficial. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 1 afirmación; la condición se calcula por afirmación y no significa que la fuente se use una sola vez. [USO EN UNA SOLA C] C-740.","2026-08-08"
"S166","Chen, L. et al.","2014","Cell differentiation and germ–soma separation in Ediacaran animal embryo-like fossils","Nature 516:238–241","https://doi.org/10.1038/nature13766","investigación primaria","Interpretación de diferenciación; objeto de réplicas taxonómicas. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 2 afirmaciones; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-07"
"S167","Moczydłowska, M. et al.","2022","Ediacaran algal cysts from the Doushantuo Formation, South China","Geological Magazine","https://doi.org/10.1017/S0016756820001405","investigación primaria","Propone afinidades algales para varios taxones antes tratados como embriones o holozoos. Identificador normalizado contra Crossref, PubMed o el registro editorial durante la auditoría integral. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 1 afirmación; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-08"
"S168","Condon, D. et al.","2005","U-Pb Ages from the Neoproterozoic Doushantuo Formation, China","Science 308:95–98","https://doi.org/10.1126/science.1107765","investigación primaria","Geocronología U–Pb; se corrigió el DOI, que antes remitía a un trabajo ajeno de tomografía industrial. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 3 afirmaciones; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-08"
"S169","Zhou, C. et al.","2017","A new SIMS zircon U–Pb date from the Ediacaran Doushantuo Formation: age constraint on the Weng’an biota","Geological Magazine 154:1193–1201","https://doi.org/10.1017/S0016756816001175","investigación primaria","Datación SIMS de circones; límite estratigráfico, no edad directa de cada fósil. Identificador normalizado contra Crossref, PubMed o el registro editorial durante la auditoría integral. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 1 afirmación; la condición se calcula por afirmación y no significa que la fuente se use una sola vez. [USO EN UNA SOLA C] C-732.","2026-08-08"
"S170","Rasmussen, B. et al.","2008","Reassessing the first appearance of eukaryotes and cyanobacteria","Nature 455:1101–1104","https://doi.org/10.1038/nature07381","investigación primaria","Estudio de distribución y textura de biomarcadores; reinterpretó señales arcaicas como contaminación. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 3 afirmaciones; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-07"
"S171","Brocks, J. J. et al.","2023","Lost world of complex life and the late rise of the eukaryotic crown","Nature 618:767–773","https://doi.org/10.1038/s41586-023-06170-w","investigación primaria","Biomarcadores de protosteroides; asignación a eucariotas troncales es inferencia biosintética. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 3 afirmaciones; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-07"
"S172","Love, G. D. et al.","2009","Fossil steroids record the appearance of Demospongiae during the Cryogenian period","Nature 457:718–721","https://doi.org/10.1038/nature07673","investigación primaria","Interpretación de 24-isopropilcolestano como biomarcador de demosponjas; especificidad discutida. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 1 afirmación; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-07"
"S173","Gold, D. A. et al.","2016","Sterol and genomic analyses validate the sponge biomarker hypothesis","Proceedings of the National Academy of Sciences 113:2684–2689","https://doi.org/10.1073/pnas.1512614113","investigación primaria","Genómica comparada y esteroles de esponjas; no elimina fuentes no animales descubiertas después. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 1 afirmación; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-07"
"S174","Nettersheim, B. J. et al.","2019","Putative sponge biomarkers in unicellular Rhizaria question an early rise of animals","Nature Ecology & Evolution 3:577–581","https://doi.org/10.1038/s41559-019-0806-5","investigación primaria","Contraejemplo que reduce especificidad taxonómica de esteranos atribuidos a esponjas. Identificador normalizado contra Crossref, PubMed o el registro editorial durante la auditoría integral. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 1 afirmación; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-08"
"S176","Waldbauer, J. R. et al.","2011","Microaerobic steroid biosynthesis and the molecular fossil record of Archean life","Proceedings of the National Academy of Sciences 108:13409–13414","https://doi.org/10.1073/pnas.1104160108","investigación primaria","Experimento con levadura; umbral fisiológico no equivale directamente a pO₂ atmosférica global. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 4 afirmaciones; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-07"
"S177","Betts, H. C. et al.","2018","Integrated genomic and fossil evidence illuminates life’s early evolution and eukaryote origin","Nature Ecology & Evolution 2:1556–1562","https://doi.org/10.1038/s41559-018-0644-x","investigación primaria","Integración de caracteres moleculares y fósiles; dependiente del modelo de reloj y del árbol. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 1 afirmación; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-07"
"S178","Porter, S. M.","2020","Insights into eukaryogenesis from the fossil record","Interface Focus 10:20190105","https://doi.org/10.1098/rsfs.2019.0105","revisión","[PASAJES VERIFICADOS 2026-08-08] §2 define los grupos troncales como linajes que divergieron después de los parientes vivos más próximos y antes de LECA, extinguidos por definición; §3 describe ensambles fósiles eucariotas del Paleoproterozoico tardío y Mesoproterozoico; §4 y fig. 2 explican que interpretarlos como tronco o corona depende de la edad de LECA y que la literatura propone con frecuencia una lectura troncal. La revisión defiende una lectura tardía del grupo corona; no asigna esos fósiles a ramas troncales concretas. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 1 afirmación; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-08"
"S179","Chernikova, D. et al.","2011","A late origin of the extant eukaryotic diversity: divergence time estimates using rare genomic changes","Biology Direct","https://doi.org/10.1186/1745-6150-6-26","investigación primaria","Datación basada en cambios genómicos raros; selección y codificación de caracteres condicionan el resultado. Contenedor verificado en el registro DOI oficial. [USO EN UNA SOLA C] C-770.","2026-08-08"
"S181","Loron, C. C. y Rogers, A. D. et al.","2026","Clade dynamics support an early origin of crown eukaryotes","bioRxiv","https://doi.org/10.64898/2026.03.25.714154","preprint","Preprint sin revisión por pares; no se usa para sostener consenso amplio. Identificador normalizado contra Crossref, PubMed o el registro editorial durante la auditoría integral. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 1 afirmación; la condición se calcula por afirmación y no significa que la fuente se use una sola vez. [USO EN UNA SOLA C] C-771.","2026-08-08"
"S182","Planavsky, N. J. et al.","2014","Low Mid-Proterozoic atmospheric oxygen levels and the delayed rise of animals","Science 346:635–638","https://doi.org/10.1126/science.1258410","investigación primaria","Proxy de isótopos de Cr; inferencia de pO₂ depende del umbral de meteorización oxidativa. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 1 afirmación; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-07"
"S183","Zhang, S. et al.","2016","Sufficient oxygen for animal respiration 1,400 million years ago","Proceedings of the National Academy of Sciences 113:1731–1736","https://doi.org/10.1073/pnas.1523449113","investigación primaria","Modelo biogeoquímico de la Formación Xiamaling; resultado alto frente a otros proxies. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 1 afirmación; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-07"
"S184","Liu, X.-M. et al.","2021","A persistently low level of atmospheric oxygen in Earth’s middle age","Nature Communications 12:351","https://doi.org/10.1038/s41467-020-20484-7","investigación primaria","Termodinámica de Ce y modelado; estima un intervalo intermedio de pO₂. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 1 afirmación; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-07"
"S185","Canfield, D. E. et al.","2018","Highly fractionated chromium isotopes in Mesoproterozoic-aged shales and atmospheric oxygen","Nature Communications 9","https://doi.org/10.1038/s41467-018-05263-9","investigación primaria","Isótopos de Cr; sostiene niveles mayores que Planavsky et al. 2014. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 1 afirmación; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-07"
"S186","Canfield, D. E.","1998","A new model for Proterozoic ocean chemistry","Nature 396:450–453","https://doi.org/10.1038/24839","investigación primaria","Modelo de océano con aguas medias euxínicas; hipótesis global revisada por datos posteriores. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 1 afirmación; la condición se calcula por afirmación y no significa que la fuente se use una sola vez. [USO EN UNA SOLA C] C-808.","2026-08-07"
"S187","Planavsky, N. J. et al.","2011","Widespread iron-rich conditions in the mid-Proterozoic ocean","Nature 477:448–451","https://doi.org/10.1038/nature10327","investigación primaria","Datos de especiación de hierro; evidencia contra euxinia global. [SOPORTE ÚNICO] En el corte inicial es la única fuente citada por 2 afirmaciones; la condición se calcula por afirmación y no significa que la fuente se use una sola vez.","2026-08-07"
