csv_path,fila,columna,contenido_sha256,contenido,afirmaciones,base_semantica,estado_revision,nota_adjudicacion
data/tablas/04/table-15-4-2-8-comparacion-de-las-raices.csv,6,primera divergencia,30d8684bc188a67e561ed288ee4d5b84f9f19f7c0a14f9c954ae31cf4f487014,cuatro linajes sucesivos / resto,C-449; C-450,Afirmación+Motivo,REVISADA,Adjudicación explícita conservadora tras cotejo del valor con Afirmación+Motivo; no se heredaron todas las C de la fila.
data/tablas/04/table-15-4-2-8-comparacion-de-las-raices.csv,6,relación con las otras,62aa2a0b411149fd93b3ad0032a3d38967b8675a084019c51d13d4f13fb4fa52,no es una bifurcación Excavata / resto,C-450,Afirmación+SPO+Motivo,REVISADA,Revisión semántica explícita: la celda conserva solo contenido equivalente a las C indicadas; no se usó semejanza léxica como prueba.
data/tablas/04/table-15-4-2-8-comparacion-de-las-raices.csv,7,marcadores,2a8bd7f390d39daeb44e024b075058c50c077e082fe361c9028310b8c9db426c,2.786 árboles génicos,C-452,Afirmación,REVISADA,Adjudicación explícita conservadora tras cotejo del valor con Afirmación; no se heredaron todas las C de la fila.
data/tablas/04/table-15-4-2-8-comparacion-de-las-raices.csv,7,método principal,5282f29d042db8b1b70ac2a36aebe69e95a8da07ba3b519d5bb65eed251f50ca,reconciliación de genes y especies,C-452,Afirmación,REVISADA,Adjudicación explícita conservadora tras cotejo del valor con Afirmación; no se heredaron todas las C de la fila.
data/tablas/04/table-15-4-2-8-comparacion-de-las-raices.csv,7,primera divergencia,6e61a48c8758118b83b7c6015c3c31eeadb1baa6462a244b8c15d6e5ccad1fc9,Opisthokonta / resto,C-453,Afirmación+SPO+Motivo,REVISADA,Revisión semántica explícita: la celda conserva solo contenido equivalente a las C indicadas; no se usó semejanza léxica como prueba.
data/tablas/04/table-15-4-2-8-comparacion-de-las-raices.csv,7,relación con las otras,a68e8f69f896c289e6b68e3ad37b48b0e1305149ef6589d1b5f542725c44c263,usa una clase de evidencia distinta de concatenación,C-453,Afirmación+SPO+Motivo,REVISADA,Revisión semántica explícita: la celda conserva solo contenido equivalente a las C indicadas; no se usó semejanza léxica como prueba.
data/tablas/04/table-15-4-2-8-comparacion-de-las-raices.csv,8,marcadores,48fc085cb248e59baec970af7afeaa1a28ed6559439368e35390f9afaae63721,"93 proteínas relacionadas con mitocondria, 100 taxones",C-455,Afirmación,REVISADA,Adjudicación explícita conservadora tras cotejo del valor con Afirmación; no se heredaron todas las C de la fila.
data/tablas/04/table-15-4-2-8-comparacion-de-las-raices.csv,8,método principal,ce714dfbeda69b9f2214f32fe90e1489bb267a97c213ac0fd7486bf899c9f3fd,modelos complejos y retirada de sitios/taxones/genes rápidos,C-458; C-457,Afirmación,REVISADA,Adjudicación explícita conservadora tras cotejo del valor con Afirmación; no se heredaron todas las C de la fila.
data/tablas/04/table-15-4-2-8-comparacion-de-las-raices.csv,8,primera divergencia,fca8067a5ab61069b61e1b646106c32f227877a1c059576c1ca34dff4c16d8f6,Opimoda+ / Diphoda+,C-459,Afirmación+Sujeto,REVISADA,Adjudicación explícita conservadora tras cotejo del valor con Afirmación+Sujeto; no se heredaron todas las C de la fila.
data/tablas/04/table-15-4-2-8-comparacion-de-las-raices.csv,8,relación con las otras,df251e8daf3ee6268f092e6ef5e11fc59953568938030e886a72b48c8158d4f4,revisión de circunscripciones Opimoda/Diphoda,C-460,Afirmación+SPO+Motivo,REVISADA,Revisión semántica explícita: la celda conserva solo contenido equivalente a las C indicadas; no se usó semejanza léxica como prueba.
data/tablas/04/table-16-4-6-1-eukaryota.csv,2,qué linajes quedan dentro,eaf3f66e5108e6759e22d07dc7d1ae75d772502899443d9db8f2ac901abe24ae,todos los eucariotas vivientes y la población LECA reconstruida,C-511,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-16-4-6-1-eukaryota.csv,2,qué linaje queda fuera (grupo hermano),c2b23af696d4a67d83037613b621dac8643c76eae7fe199207d8f6742742c163,linaje asgard más próximo a Eukaryota no resuelto,C-512,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-16-4-6-1-eukaryota.csv,2,"caracteres morfológicos o ultraestructurales propuestos como sinapomorfía, con fuente",a56e59907995ac7965410fb74ce0ebe4b26774bf3bc38bff7ed0e2947a99fa18,"envoltura nuclear, poro nuclear, endomembranas, citoesqueleto y mitocondria atribuidos a LECA [S56 fig. 2]",C-513,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-16-4-6-1-eukaryota.csv,2,"caracteres moleculares o genómicos propuestos (fusiones génicas, inserciones y deleciones raras, sintenia, dominios proteicos), con fuente",b3c59054fbe2971e08a23fceb91141bcb96f8e9ef06b585fb4cd44f3885c37f6,paralogías profundas y repertorios celulares reconstruidos; S56 [S56 §§Reconstrucción],C-514,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-16-4-6-1-eukaryota.csv,2,tipo de evidencia que sostiene el nodo,aa2e9a9f70fb57b6c6de1adf9cbe7a15da95a2638ef38e8d24ea2c1967f67df2,filogenómica comparada y reconstrucción ancestral,C-515,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-16-4-6-1-eukaryota.csv,2,soporte cuantitativo transcrito literalmente,41b151968530396e6d6930e7d195ed7654985de292ecd20aff02a9097c9b0485,la posición de la raíz interna está discutida [S102 resumen],C-516,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-16-4-6-1-eukaryota.csv,2,edad estimada con intervalo,f2192f91c6abbf4a063e40ea387cfc53817674ec67f11f30ac9f334e0fb54b20,1.679–1.866 Ga en S139; 1.958–2.386 Ga en S140; no existe estimación de consenso,C-517,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-16-4-6-1-eukaryota.csv,2,método de la estimación,fff49e2e569e585f8c5536c3eee71d29177069a3cf3fd3bf7093fe5f7bbe0413,relojes relajados con calibraciones y raíces diferentes,C-518,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-17-4-6-2-amorphea.csv,2,qué linajes quedan dentro,41a6b430703eea81c971603aa859bf851448aaf83c993797184ed6a7f51ef562,Amoebozoa y Obazoa,C-519,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-17-4-6-2-amorphea.csv,2,qué linaje queda fuera (grupo hermano),387a96077653e8a13d987a492834fb03c326cb8d790b6e6352f591a5fff2bdec,CRuMs en S108 y S109,C-520,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-17-4-6-2-amorphea.csv,2,"caracteres morfológicos o ultraestructurales propuestos como sinapomorfía, con fuente",7c18a785bd8391c47db64d57bad49817b5ce68ce1c0eef3e7aa80abb552aa9fd,"definición de nodo especificada por Homo sapiens, Neurospora crassa y Dictyostelium discoideum; no depende de un estado ameboide o pseudopodial universal [C-521; S124 definición]",C-521,cita_en_celda,REVISADA,Citas C explícitas añadidas tras comprobar equivalencia semántica y cobertura bidireccional de la magnitud o convención.
data/tablas/04/table-17-4-6-2-amorphea.csv,2,"caracteres moleculares o genómicos propuestos (fusiones génicas, inserciones y deleciones raras, sintenia, dominios proteicos), con fuente",c49b1da0fb9750c9eb572108f847bf1fc9df191dac63da52031f313c96318e1d,recuperación mediante análisis filogenómico multigénico [S108 Results; fig. 1],C-522,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-17-4-6-2-amorphea.csv,2,tipo de evidencia que sostiene el nodo,3b5939db26450fa50874303c8707269c4ba26ad143b0e86ca63e7ae8545231ff,filogenómica multigénica,C-523,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-17-4-6-2-amorphea.csv,2,soporte cuantitativo transcrito literalmente,8a946f6f48251bb783a8478aeee4d36f3084fb695b869e79eba730453caa41d7,soporte máximo para CRuMs+Amorphea en S108; Amorphea cerca de 100 % durante retirada de sitios rápidos,C-524,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-17-4-6-2-amorphea.csv,2,edad estimada con intervalo,8ec053b4f6f3523e701ae15823b23fa9e10bfe488d8a6ea481ed185307bc3993,"S126: intervalo 1.089,7–1.361,5 Ma bajo raíz 1,5 Ga; S548: mediana 1.773 Ma, máximo/mínimo de medianas 1.934/1.703 Ma",C-525; C-791,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-17-4-6-2-amorphea.csv,2,método de la estimación,f596555fc85036113f74164432095568d34e3716e7430aaf6350d65c5776fa2b,"S126: MCMCTree, 10 calibraciones, sensibilidad a raíz 1,9 Ga; S548: TreePL, 77 calibraciones, 32 árboles, 100 réplicas",C-682; C-787; C-788; C-789,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-18-4-6-3-amoebozoa.csv,2,qué linajes quedan dentro,ecbc9ba7ce46dac549c6c35f90fe961737d1e685310e5726dfa74f8795e4dd69,"Discosea y Tevosa, con sus linajes componentes según S112",C-527,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-18-4-6-3-amoebozoa.csv,2,qué linaje queda fuera (grupo hermano),dcf945a0c3c8a4106f3d2a5f52191eab626a7c3b25e2eedb802b4599c0b80cd7,Obazoa,C-528,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-18-4-6-3-amoebozoa.csv,2,"caracteres morfológicos o ultraestructurales propuestos como sinapomorfía, con fuente",03ebc6c677457474345437a02f44a81f18c25100525f39fb878d685393cf6239,heterogeneidad de formas celulares y modos de locomoción entre los linajes muestreados [S112 Results; fig. 3],C-529,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-18-4-6-3-amoebozoa.csv,2,"caracteres moleculares o genómicos propuestos (fusiones génicas, inserciones y deleciones raras, sintenia, dominios proteicos), con fuente",84000bc5f8d3c5dd8f45e691dcc445a3464726b8957eb74575023160cf1395fe,325 genes y 63.157 posiciones en S112 [S112 Methods; fig. 3],C-530,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-18-4-6-3-amoebozoa.csv,2,tipo de evidencia que sostiene el nodo,458abf6cc26ef05471d9a696e34d5ec0bcfbb9f68d732fd86d03521ef1a6580c,descripción morfológica acotada y filogenómica concatenada,C-531,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-18-4-6-3-amoebozoa.csv,2,soporte cuantitativo transcrito literalmente,070b7f49f94e86e1e04026a58a25b482de46cbb79aa8e1bce4dc1283f4fad0c6,BPP = 1.0 y MLBS = 99 para el respaldo principal citado en S112,C-532,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-18-4-6-3-amoebozoa.csv,2,edad estimada con intervalo,c9d15de8037a9950a38b3bba2ba157c491f57ecb72f484c2ac248b81b7beddb5,"intervalo 872,9–1.297,8 Ma bajo raíz 1,5 Ga",C-533,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-18-4-6-3-amoebozoa.csv,2,método de la estimación,9a65a77641083b5f4fdaf32c07d8c7e4a3c62f924dfdf442e79006fc825b2647,"MCMCTree; 10 calibraciones; raíz 1,5 Ga; S126 Table S7 nodo 5; sensibilidad a raíz 1,9 Ga",C-533; C-682,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-19-4-6-4-obazoa.csv,2,qué linajes quedan dentro,0dbb5a51992afe01f3097d3782ebd91f95e6b870b5c7b86cbbfa151149bcc5ce,"Breviatea, Apusomonadida y Opisthokonta",C-535,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-19-4-6-4-obazoa.csv,2,qué linaje queda fuera (grupo hermano),990a38d47f4a789074c0d389eb09d2bf3ff32d83e42d6b356ebbde734b18a448,Amoebozoa,C-536,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-19-4-6-4-obazoa.csv,2,"caracteres morfológicos o ultraestructurales propuestos como sinapomorfía, con fuente",615e4c531b43d1db73c95aae45884d98eb72d2d4dffb0054e59ba02d8ca52843,n/a documental: C-537 registra la recuperación filogenómica; los caracteres celulares se resumen por linaje en las tablas siguientes,C-537,cita_en_celda,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-19-4-6-4-obazoa.csv,2,"caracteres moleculares o genómicos propuestos (fusiones génicas, inserciones y deleciones raras, sintenia, dominios proteicos), con fuente",58bc5acb2252a79c91b2a1a272386d818e29a48f54324334c9c090efd61d48a8,matriz de 159 proteínas y 43.615 aminoácidos [S111 Methods],C-538,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-19-4-6-4-obazoa.csv,2,tipo de evidencia que sostiene el nodo,0d05d469dc51177b7e9ab766d2fdad8ca856bb9e4e9b81a4fa8f5c3494b9cfa2,filogenómica basada en una matriz concatenada,C-539,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-19-4-6-4-obazoa.csv,2,soporte cuantitativo transcrito literalmente,71520171985e704985a2fbd561de7d750b54e7f220785d2d8d5cca5d99e3931e,clado fuertemente respaldado en S111; cerca de 100 % durante retirada de sitios rápidos en S108,C-540,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-19-4-6-4-obazoa.csv,2,edad estimada con intervalo,f4e41288e79d1cf0a4fd37c9c702b84e775c670e0b8f61661c4f957c77f7e55d,"intervalo 1.077,1–1.334,8 Ma bajo raíz 1,5 Ga",C-541,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-19-4-6-4-obazoa.csv,2,método de la estimación,7a0c4acfe3cec61466919ed366cfe9b24e2b982181564c6b45ea3d5dd5818b57,"MCMCTree; 10 calibraciones; raíz 1,5 Ga; S126 Table S7 nodo 346; sensibilidad a raíz 1,9 Ga",C-541; C-682,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-20-4-6-5-apusomonadida.csv,2,qué linajes quedan dentro,52df5c11f003d1f049104cfd6198618043c0b66f8d9e404272b9b92f90b2609a,Thecamonas y otros apusomonádidos muestreados,C-543,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-20-4-6-5-apusomonadida.csv,2,qué linaje queda fuera (grupo hermano),64cb87c94d86c42f815069a7d57e52c1cf5946762e73f9622b7d03d0392dd479,Opisthokonta en la topología de trabajo de S109,C-544,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-20-4-6-5-apusomonadida.csv,2,"caracteres morfológicos o ultraestructurales propuestos como sinapomorfía, con fuente",6e80f896eb985363326e6d57c273997d94fb45aa033bbe2903ee5a93fc1ffc0a,"dorsal theca, dos cinetosomas y raíces microtubulares caracterizan taxones estudiados; exclusividad nodal no demostrada [S113 Results; figs. 2–8]",C-545,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-20-4-6-5-apusomonadida.csv,2,"caracteres moleculares o genómicos propuestos (fusiones génicas, inserciones y deleciones raras, sintenia, dominios proteicos), con fuente",f50edc03f4c7a8a4cf18443ca5cd25b6a4938900c55ceb9bcb41260daf9b0167,filogenómica de Obazoa y muestreo ampliado de flagelados [S111; S109],C-546,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-20-4-6-5-apusomonadida.csv,2,tipo de evidencia que sostiene el nodo,f1cc9110337834f3162190387a668c819eb204c361f241c12888091ab7786097,ultraestructura taxonómica y filogenómica,C-547,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-20-4-6-5-apusomonadida.csv,2,soporte cuantitativo transcrito literalmente,e41a3cd1d21e19005731cde92efd0c34efff6c497949c7dd32e537a72b3745d6,soporte alto en S109; valor numérico exacto no transcrito,C-548,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-20-4-6-5-apusomonadida.csv,2,edad estimada con intervalo,ef1b036e6e3c1a6559136a0b326c95c6ac24e0eea4b79f3ccecccf04bea275d6,"corona no estimable; tallo Apusomonadida–Opisthokonta 1.036,8–1.277,6 Ma",C-549; C-550,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-20-4-6-5-apusomonadida.csv,2,método de la estimación,518f496856ba4600558204dbfe3e390b959f4aaaee0aca7168e180f38af72594,"MCMCTree; nodo 345 con un solo terminal apusomonádido; tallo, no corona; sensibilidad de raíz en C-551; BN-025",C-549; C-551; C-682,cita_en_celda+manifiesto_explicito,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-21-4-6-6-breviatea.csv,2,qué linajes quedan dentro,75e86c84c7249f6010db25685e64424d568a0ea159dd9c2174c63cf6aec4f612,"Breviata, Pygsuia y linajes breviados reconocidos",C-552,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-21-4-6-6-breviatea.csv,2,qué linaje queda fuera (grupo hermano),f5ccf6433d4cbad04d4ec72335bcda2644ca9490e9d924840c5137556e93d93d,Apusomonadida+Opisthokonta en la topología de trabajo de S109,C-553,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-21-4-6-6-breviatea.csv,2,"caracteres morfológicos o ultraestructurales propuestos como sinapomorfía, con fuente",b7ee8e8cfc47be98528f1c4f9a791e06001bd9bbdf69bcd27d2f79c6e79108f8,"dos cuerpos basales, raíces microtubulares y orgánulo relacionado con la mitocondria descritos en Breviata [S114 Results]",C-554,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-21-4-6-6-breviatea.csv,2,"caracteres moleculares o genómicos propuestos (fusiones génicas, inserciones y deleciones raras, sintenia, dominios proteicos), con fuente",3f8156b0c08a84756ca84897906b21d6efd6fdcbefbe8818c87e6b85ed11ef5f,filogenómica de Obazoa y marcadores posteriores [S111; S109],C-555,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-21-4-6-6-breviatea.csv,2,tipo de evidencia que sostiene el nodo,9a76edb4741ec2cd208851e1181ef49cd4d91612362d430837759d08dc95bf38,"filogenómica, genómica y ultraestructura de taxones",C-556,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-21-4-6-6-breviatea.csv,2,soporte cuantitativo transcrito literalmente,2f1b8fa0f2e9ff20a7d657346ad3bf3128323129128a4e646dd2699ee7c8b630,soporte de Obazoa alto; orden interno varía entre estudios y valor exacto no localizado,C-557,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-21-4-6-6-breviatea.csv,2,edad estimada con intervalo,09e89d5c43c3258bfffbc5781f2a27e9191fc9537d4583c63db3848add726df9,"intervalo 803,0–1.237,6 Ma bajo raíz 1,5 Ga",C-558,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-21-4-6-6-breviatea.csv,2,método de la estimación,a747536edc0acbfac20914c9d5f5c2c6c6558bf504f8ea2356ae2bb0e7563f71,"MCMCTree; 10 calibraciones; raíz 1,5 Ga; S126 Table S7 nodo 6; sensibilidad a raíz 1,9 Ga",C-558; C-682,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-22-4-6-7-opisthokonta.csv,2,qué linajes quedan dentro,883881b48a80864d03eea0f486dca658f55c1ca2ff2d159e014438031bf1c8ad,Holomycota y Holozoa,C-560,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-22-4-6-7-opisthokonta.csv,2,qué linaje queda fuera (grupo hermano),2407d9296209cc16d21ab81b18f73cf596712c40edbe388c3cbd7c3d53ed873e,Apusomonadida en la topología de trabajo de S109,C-561,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-22-4-6-7-opisthokonta.csv,2,"caracteres morfológicos o ultraestructurales propuestos como sinapomorfía, con fuente",a19156213100373fec0cd84023b407026624bf787d90e005fbb547f95afaf41a,cilio posterior en las células flageladas y crestas mitocondriales planas se propusieron como caracteres; existen pérdidas y estados no flagelados [S137 revisión; S144 discusión],C-562,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-22-4-6-7-opisthokonta.csv,2,"caracteres moleculares o genómicos propuestos (fusiones génicas, inserciones y deleciones raras, sintenia, dominios proteicos), con fuente",1481ad86a1da948bb8788a202afa146f7d7f616a3095449452b4be2c93c36085,"indels históricos, múltiples matrices filogenómicas y contenido génico [S122; S126]",C-563,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-22-4-6-7-opisthokonta.csv,2,tipo de evidencia que sostiene el nodo,4c856d177f5b20954ac9b760bd0a3e89dc03d830a752b22bb33a4e3b20bc7e05,"filogenómica, cambios genómicos raros y ultraestructura comparada",C-564,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-22-4-6-7-opisthokonta.csv,2,soporte cuantitativo transcrito literalmente,2e8ba7ab3570eed81d7e861d359d70039a66779422ab923a2cf6f0c7c079ee9d,C-653 registra 85 % de congruencia global entre 18 árboles; no se trata como soporte cuantitativo específico de Opisthokonta [C-565],C-653; C-565,cita_en_celda,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-22-4-6-7-opisthokonta.csv,2,edad estimada con intervalo,119db4995e2c817c02b2288c2f0ea0f50f21cd6423c83ccdf352efb5f2e61029,"1.083,2 Ma; IC 95 % 978,7–1.187,6 Ma",C-566,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-22-4-6-7-opisthokonta.csv,2,método de la estimación,a6d56ea7708128a7d9b6681c4cb376a14db7a73c16926aa8a81bfd913ed87c4f,"MCMCTree, reloj relajado no correlacionado, 10 calibraciones fósiles, raíz fijada en 1,5 Ga",C-567,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-23-4-6-8-holomycota.csv,2,qué linajes quedan dentro,546a9f9d282e3d0fc0aacb97230d315c517d747afe6049b3ebac3e79e8bba05f,"Nucleariida, Fungi y parientes unicelulares próximos",C-568,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-23-4-6-8-holomycota.csv,2,qué linaje queda fuera (grupo hermano),014218d02226f33022b78f916a9e4440bfc4846d539d761cb4e1fb257248d6dd,Holozoa,C-569,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-23-4-6-8-holomycota.csv,2,"caracteres morfológicos o ultraestructurales propuestos como sinapomorfía, con fuente",3d867841f3b372c95431da953ec8f3fb13e7cc6ef4b6195b2bb8fe31adbfaf6f,"morfologías y trofismos heterogéneos; diagnóstico completo molecular/filogenómico, no una morfología universal exclusiva [S542; S543; BN-027]",C-570,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-23-4-6-8-holomycota.csv,2,"caracteres moleculares o genómicos propuestos (fusiones génicas, inserciones y deleciones raras, sintenia, dominios proteicos), con fuente",c9e53f070bcf3ce5346b1d2a8e11f557a3fb4592f1ec63c90c78b095acf8b83c,filogenómica y trayectorias de contenido génico; Nucleariida hermana del resto en S126 [S126 Results; S143],C-571,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-23-4-6-8-holomycota.csv,2,tipo de evidencia que sostiene el nodo,a3178eed08d7e93628ebcb583bd4922306e14e232be5eb8d146df7ddcea1f283,"comparación celular, filogenómica de proteínas y genómica comparada",C-572,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
data/tablas/04/table-23-4-6-8-holomycota.csv,2,soporte cuantitativo transcrito literalmente,4e7b2ae6e14b90af3b67f0dee6e5b06d50ff9fb373605920454e9798f77ba697,Nucleariida hermana del resto recuperada consistentemente en S126; clado Holomycota estable en matrices principales,C-573,Afirmación+SPO+Motivo,REVISADA,"Adjudicación nodal explícita por columna; C cotejada con el valor, sin heredar la lista de fila."
